segment	rtt	rttvar	srtt	rto
0	230.183	115.091	230.183	1150.91
1	234.504	109.553	230.291	1106.71
2	236.298	105.238	230.416	1072.32
3	239.193	101.219	230.599	1040.35
4	241.681	98	230.797	1014.8
5	245.913	95.0399	231.066	991.386
6	248.81	92.6244	231.344	972.339
7	252.653	90.3958	231.677	954.843
8	254.662	88.5233	231.996	940.182
9	255.603	86.7201	232.324	926.085
10	28.3004	89.6527	229.774	946.995
11	33.4651	92.3191	227.32	965.872
12	34.6209	94.6004	225.13	981.933
13	35.3614	96.7633	222.973	997.08
14	37.6515	98.6083	221.043	1009.91
15	39.0401	100.346	219.147	1021.91
16	37.9329	101.901	217.405	1032.61
17	39.8314	103.356	215.697	1042.55
18	48.1809	104.502	214.202	1050.22
19	50.2022	105.564	212.737	1057.25
20	53.9266	106.452	211.414	1063.03
21	58.3469	107.229	210.138	1067.97
24	64.0081	107.836	208.997	1071.69
25	66.2404	108.382	207.881	1074.94
26	65.4887	108.882	206.834	1077.89
27	66.3617	109.347	205.802	1080.58
28	67.041	109.755	204.838	1082.88
29	69.7128	110.108	203.9	1084.76
30	69.4451	110.428	203.015	1086.44
31	71.2741	110.708	202.148	1087.82
32	69.6014	110.981	201.32	1089.17
33	73.7814	111.188	200.523	1090.03
34	71.7744	111.397	199.756	1090.94
36	71.5939	111.597	198.993	1091.77
37	73.6667	111.753	198.281	1092.31
38	71.6746	111.922	197.562	1092.94
39	73.0098	112.059	196.885	1093.36
41	76.5425	112.149	196.231	1093.42
42	76.7568	112.225	195.609	1093.41
43	77.367	112.288	194.993	1093.3
44	76.9452	112.346	194.403	1093.17
45	78.444	112.382	193.823	1092.88
46	86.038	112.338	193.305	1092.01
47	88.8866	112.262	192.803	1090.89
48	93.192	112.144	192.342	1089.5
49	93.8699	112.018	191.886	1088.03
50	89.9447	111.928	191.431	1086.85
51	90.6667	111.828	190.981	1085.61
52	93.0392	111.708	190.559	1084.23
53	94.0121	111.578	190.142	1082.76
54	112.411	111.296	189.819	1080.18
55	113.037	111.008	189.499	1077.56
56	112.247	110.736	189.187	1075.07
57	112.784	110.459	188.879	1072.55
58	114.406	110.178	188.588	1070.01
59	117.093	109.876	188.309	1067.31
60	116.958	109.584	188.039	1064.71
61	118.332	109.282	187.775	1062.03
62	117.424	108.995	187.516	1059.48
63	118.355	108.702	187.262	1056.88
64	117.474	108.425	187.012	1054.41
65	118.159	108.142	186.767	1051.9
66	119.698	107.857	186.534	1049.39
67	121.127	107.562	186.307	1046.8
68	119.839	107.284	186.082	1044.36
69	121.238	106.997	185.863	1041.84
70	127.378	106.678	185.671	1039.1
71	131.542	106.333	185.492	1036.15
72	132.238	105.992	185.322	1033.26
73	137.701	105.618	185.169	1030.11
74	142.696	105.223	185.036	1026.82
75	145.253	104.814	184.912	1023.43
76	146.093	104.412	184.794	1020.09
77	148.127	103.999	184.682	1016.67
78	150.904	103.581	184.581	1013.23
79	152.344	103.156	184.485	1009.74
80	150.753	102.753	184.387	1006.41
81	151.507	102.346	184.292	1003.06
82	151.578	101.951	184.199	999.805
83	152.226	101.553	184.108	996.534
84	149.379	101.182	184.012	993.467
85	151.553	100.8	183.921	990.323
88	150.935	100.432	183.832	987.285
89	151.633	100.061	183.744	984.23
90	154.265	99.6853	183.666	981.149
91	156.338	99.3005	183.593	977.997
93	156.223	98.9258	183.522	974.928
86	161.337	98.5261	183.464	971.673
87	163.18	98.1269	183.412	968.428
96	162.164	97.7347	183.358	965.236
97	164.236	97.3416	183.31	962.043
98	174.586	96.8985	183.289	958.477
99	175.467	96.4619	183.269	954.965
94	184.97	95.9974	183.274	951.253
100	176.033	95.5707	183.256	947.821
95	186.336	95.126	183.264	944.271
101	179.416	94.6954	183.255	940.818
104	189.045	94.2761	183.268	937.477
105	189.777	93.8697	183.283	934.241
106	193.458	93.4823	183.307	931.165
107	195.49	93.1127	183.334	928.236
109	199.219	92.7617	183.371	925.464
112	175.879	92.381	183.354	922.402
113	176.238	92.0004	183.338	919.341
114	175.633	91.6306	183.321	916.366
115	176.173	91.2601	183.305	913.386
116	176.329	90.8968	183.29	910.465
117	178.363	90.5262	183.28	907.49
118	180.299	90.1553	183.273	904.516
119	181.074	89.7826	183.269	901.53
120	179.923	89.4224	183.262	898.641
121	181.839	89.0558	183.259	895.705
122	185.82	88.7013	183.264	892.874
123	187.2	88.3539	183.272	890.103
124	187.838	88.016	183.281	887.41
125	190.126	87.6887	183.295	884.805
126	190.837	87.3707	183.31	882.276
127	191.33	87.0558	183.326	879.772
128	191.105	86.7461	183.341	877.31
129	192.397	86.4426	183.359	874.9
130	191.472	86.1414	183.375	872.506
131	194.105	85.8513	183.395	870.206
132	194.853	85.5695	183.417	867.973
133	195.902	85.2927	183.44	865.782
134	192.525	85.0083	183.457	863.524
135	193.525	84.7287	183.476	861.306
136	192.818	84.4516	183.493	859.106
137	194.158	84.1803	183.513	856.955
138	195.853	83.92	183.535	854.895
139	196.965	83.6646	183.56	852.876
140	196.316	83.4113	183.582	850.873
141	197.662	83.1637	183.608	848.917
142	190.196	82.8941	183.619	846.772
143	196.714	82.6483	183.642	844.829
110	228.626	82.5175	183.72	843.861
