segment	rtt	rttvar	srtt	rto
0	290.876	145.438	290.876	1454.38
1	293.604	138.302	290.944	1397.36
2	296.381	132.766	291.057	1353.19
3	299.013	127.566	291.223	1311.75
4	301.39	123.373	291.404	1278.39
5	303.073	119.384	291.613	1246.68
6	307.001	116.134	291.853	1220.92
7	307.133	112.982	292.092	1195.95
8	312.088	110.399	292.37	1175.56
9	312.2	107.883	292.645	1155.71
10	31.0819	111.725	289.376	1183.18
11	31.4935	115.379	286.152	1209.19
12	31.8133	118.537	283.262	1231.56
13	32.9396	121.533	280.417	1252.68
14	30.2588	124.212	277.812	1271.51
15	30.3582	126.78	275.234	1289.47
16	27.9355	129.097	272.856	1305.64
17	28.0859	131.322	270.502	1321.08
18	30.8893	133.256	268.363	1334.41
19	30.9646	135.115	266.243	1347.17
20	35.4918	136.709	264.32	1357.99
21	35.6658	138.242	262.415	1368.35
22	36.1408	139.617	260.647	1377.59
23	36.6165	140.936	258.897	1386.39
24	36.5228	142.134	257.262	1394.33
25	36.5418	143.289	255.639	1401.95
26	37.1098	144.334	254.121	1408.8
27	42.6282	145.267	252.653	1414.79
28	42.5825	146.12	251.271	1420.23
29	42.6627	146.942	249.898	1425.44
30	39.0654	147.741	248.581	1430.51
31	43.8889	148.453	247.301	1434.92
32	43.626	149.11	246.089	1438.97
33	44.3046	149.737	244.888	1442.78
34	41.5072	150.347	243.732	1446.51
35	45.6104	150.89	242.607	1449.72
36	44.5624	151.402	241.53	1452.75
37	45.0031	151.893	240.462	1455.6
38	44.969	152.347	239.444	1458.22
39	45.0058	152.785	238.431	1460.71
40	50.3039	153.139	237.491	1462.6
41	50.4382	153.478	236.555	1464.38
42	51.209	153.784	235.664	1465.94
43	55.0526	154.042	234.796	1467.13
44	54.996	154.281	233.963	1468.21
45	55.0877	154.508	233.135	1469.2
46	49.9779	154.764	232.318	1470.43
47	50.2911	155.008	231.505	1471.57
48	50.3618	155.233	230.724	1472.59
49	50.4701	155.449	229.947	1473.54
50	50.8492	155.646	229.201	1474.37
51	51.3325	155.831	228.46	1475.11
52	51.2143	156.004	227.745	1475.77
53	54.5332	156.142	227.047	1476.19
54	50.2998	156.303	226.356	1476.78
55	52.0358	156.444	225.675	1477.23
56	52.1171	156.574	225.018	1477.61
57	57.3006	156.658	224.383	1477.65
58	57.3908	156.734	223.769	1477.64
59	57.5681	156.804	223.158	1477.59
60	60.932	156.843	222.578	1477.32
61	61.1593	156.875	222.002	1477
62	56.0708	156.938	221.426	1476.93
63	59.1771	156.975	220.862	1476.66
64	54.7453	157.037	220.301	1476.6
65	55.1402	157.092	219.743	1476.48
66	55.2807	157.14	219.202	1476.32
67	61.599	157.143	218.684	1475.83
68	63.2018	157.133	218.185	1475.25
69	69.6386	157.077	217.709	1474.33
70	64.7356	157.052	217.231	1473.65
71	64.7641	157.023	216.755	1472.94
72	59.9984	157.022	216.277	1472.45
73	60.1194	157.016	215.801	1471.93
74	60.0698	157.009	215.337	1471.41
75	60.0975	156.998	214.875	1470.86
76	64.9041	156.957	214.439	1470.1
77	65.0145	156.913	214.005	1469.31
78	65.7048	156.865	213.584	1468.5
79	65.7398	156.813	213.164	1467.67
80	66.1954	156.759	212.755	1466.82
81	66.3838	156.701	212.349	1465.96
82	71.5962	156.614	211.966	1464.88
83	76.7002	156.498	211.599	1463.58
84	76.6197	156.384	211.24	1462.31
85	76.6634	156.268	210.882	1461.02
86	82.272	156.124	210.547	1459.54
87	82.5516	155.977	210.214	1458.03
88	82.6853	155.832	209.888	1456.54
89	83.2134	155.683	209.565	1455.03
90	81.8733	155.543	209.246	1453.59
91	82.0638	155.401	208.928	1452.14
92	81.9578	155.262	208.617	1450.71
93	93.5581	155.065	208.335	1448.85
94	97.5139	154.852	208.068	1446.89
95	102.935	154.613	207.816	1444.72
96	99.1448	154.397	207.559	1442.73
97	99.2247	154.179	207.304	1440.74
98	99.6211	153.964	207.055	1438.77
99	99.6887	153.748	206.806	1436.79
100	104.197	153.516	206.573	1434.7
101	104.288	153.283	206.34	1432.6
102	104.239	153.054	206.112	1430.55
103	109.754	152.801	205.897	1428.31
104	110.396	152.55	205.688	1426.09
105	110.427	152.299	205.479	1423.87
106	114.35	152.035	205.283	1421.56
107	114.397	151.772	205.087	1419.26
108	114.521	151.512	204.895	1416.99
109	115.851	151.248	204.706	1414.69
110	109.381	151.015	204.508	1412.62
111	109.543	150.781	204.31	1410.56
112	109.234	150.553	204.115	1408.54
113	113.37	150.308	203.929	1406.39
114	113.412	150.066	203.746	1404.28
115	113.526	149.825	203.565	1402.17
116	110.404	149.6	203.38	1400.18
117	110.517	149.375	203.195	1398.2
118	110.541	149.154	203.015	1396.24
119	110.659	148.932	202.834	1394.29
120	112.841	148.705	202.661	1392.3
121	112.885	148.478	202.488	1390.32
122	115.15	148.247	202.323	1388.3
123	115.569	148.014	202.159	1386.27
124	110.652	147.803	201.988	1384.41
125	112.665	147.585	201.821	1382.5
126	112.635	147.37	201.657	1380.62
127	120.654	147.126	201.508	1378.52
128	120.559	146.886	201.362	1376.45
129	123.231	146.637	201.22	1374.32
130	131.456	146.363	201.096	1372
131	131.783	146.087	200.972	1369.67
132	131.716	145.817	200.85	1367.39
133	133.896	145.539	200.732	1365.05
134	133.5	145.267	200.615	1362.75
135	135.7	144.988	200.503	1360.41
136	132.626	144.724	200.386	1358.18
137	132.711	144.46	200.271	1355.95
138	131.682	144.204	200.155	1353.79
139	142.463	143.912	200.057	1351.35
140	142.115	143.625	199.961	1348.96
141	142.175	143.339	199.864	1346.58
142	142.086	143.058	199.769	1344.23
143	145.925	142.764	199.681	1341.79
144	141.252	142.49	199.586	1339.51
145	146.478	142.2	199.5	1337.1
146	144.844	141.92	199.412	1334.77
147	144.937	141.639	199.325	1332.44
148	138.64	141.383	199.229	1330.29
149	144.031	141.11	199.142	1328.02
150	142.9	140.845	199.054	1325.82
151	143.489	140.579	198.967	1323.6
152	148.172	140.302	198.888	1321.3
153	148.381	140.024	198.81	1319.01
154	153.898	139.734	198.742	1316.62
155	153.98	139.445	198.674	1314.23
156	154.017	139.159	198.607	1311.88
157	154.279	138.874	198.54	1309.53
158	154.311	138.592	198.474	1307.21
159	154.379	138.311	198.408	1304.9
160	154.433	138.033	198.344	1302.61
161	159.347	137.742	198.286	1300.22
162	164.306	137.44	198.237	1297.76
163	164.423	137.139	198.188	1295.3
164	164.527	136.842	198.139	1292.87
165	169.543	136.531	198.098	1290.34
166	168.672	136.227	198.057	1287.87
167	168.901	135.922	198.015	1285.39
168	174.834	135.606	197.983	1282.83
169	175.032	135.289	197.95	1280.26
170	170.699	134.989	197.912	1277.83
171	170.86	134.689	197.875	1275.39
172	170.976	134.393	197.838	1272.98
173	171.117	134.097	197.801	1270.58
174	169.686	133.809	197.763	1268.24
175	169.727	133.522	197.725	1265.9
176	164.774	133.252	197.681	1263.69
177	170.187	132.967	197.644	1261.38
178	170.29	132.686	197.607	1259.1
179	175.057	132.393	197.577	1256.73
180	175.185	132.104	197.548	1254.38
181	175.346	131.815	197.519	1252.04
182	169.777	131.544	197.483	1249.83
183	169.913	131.273	197.447	1247.63
184	169.832	131.006	197.411	1245.46
185	169.996	130.739	197.376	1243.29
186	170.016	130.475	197.341	1241.14
187	174.084	130.202	197.311	1238.92
188	179.562	129.918	197.289	1236.63
189	179.618	129.634	197.266	1234.34
190	183.478	129.345	197.249	1232.01
191	183.575	129.055	197.232	1229.68
192	183.495	128.77	197.215	1227.37
193	183.888	128.484	197.199	1225.07
194	184.026	128.202	197.182	1222.8
195	184.225	127.919	197.167	1220.52
196	174.681	127.663	197.139	1218.44
197	174.8	127.408	197.112	1216.37
198	180.815	127.14	197.093	1214.22
199	180.877	126.874	197.073	1212.06
200	175.505	126.623	197.047	1210.03
201	175.569	126.373	197.022	1208
202	180.256	126.114	197.002	1205.92
203	180.3	125.856	196.982	1203.83
204	180.27	125.601	196.963	1201.77
205	180.406	125.346	196.944	1199.71
206	180.06	125.095	196.924	1197.69
207	180.095	124.845	196.905	1195.66
208	180.18	124.597	196.885	1193.66
209	190.926	124.325	196.878	1191.48
210	186.423	124.066	196.867	1189.39
211	186.476	123.807	196.855	1187.31
212	186.419	123.552	196.843	1185.26
213	191.924	123.285	196.838	1183.12
214	213.195	123.046	196.856	1181.23
215	213.26	122.808	196.874	1179.34
216	207.78	122.561	196.886	1177.37
217	207.852	122.314	196.898	1175.41
218	207.28	122.068	196.91	1173.46
219	214.446	121.839	196.929	1171.64
220	214.533	121.612	196.948	1169.85
221	214.735	121.387	196.967	1168.06
222	211.023	121.155	196.982	1166.23
223	211.165	120.925	196.998	1164.4
224	211.381	120.697	197.013	1162.59
225	213.622	120.475	197.031	1160.83
226	213.45	120.254	197.048	1159.08
227	213.532	120.035	197.066	1157.34
228	212.387	119.815	197.082	1155.6
229	212.541	119.595	197.098	1153.86
230	212.542	119.378	197.114	1152.14
231	212.589	119.16	197.13	1150.41
232	212.463	118.942	197.147	1148.68
233	217.225	118.732	197.168	1147.03
234	217.177	118.523	197.189	1145.38
235	217.233	118.313	197.21	1143.71
236	213.193	118.094	197.227	1141.98
237	213.212	117.874	197.245	1140.24
238	218.767	117.666	197.268	1138.6
239	218.887	117.458	197.291	1136.95
240	218.859	117.249	197.315	1135.31
241	218.952	117.04	197.339	1133.65
242	218.886	116.83	197.362	1132
243	218.99	116.62	197.386	1130.34
244	218.991	116.409	197.41	1128.68
245	219.097	116.198	197.434	1127.02
246	223.272	115.996	197.463	1125.43
247	223.307	115.793	197.492	1123.84
248	223.33	115.591	197.521	1122.25
249	223.358	115.387	197.551	1120.64
250	224.677	115.186	197.581	1119.07
251	224.749	114.984	197.613	1117.49
252	224.88	114.783	197.644	1115.91
253	224.905	114.58	197.675	1114.32
254	222.124	114.372	197.704	1112.68
255	222.184	114.162	197.732	1111.03
256	227.348	113.964	197.767	1109.48
257	238.123	113.79	197.814	1108.14
258	237.89	113.617	197.862	1106.79
259	237.903	113.441	197.909	1105.44
260	241.643	113.275	197.961	1104.17
261	241.727	113.108	198.014	1102.88
262	241.765	112.942	198.067	1101.6
