host,hit,cold_miss,suppress_miss,retry_miss
client0,469,33402,0,0
client1,983,30074,0,0
client2,961,30261,0,0
client3,600,31548,0,6
s0,4561,41757,4996,4061
s1,4054,42836,2784,3275
s2,1358,32176,444,2894
