segment	rtt	rttvar	srtt	rto
0	5.72256	2.86128	5.72256	200
1	6.30075	2.74713	5.73702	200
2	6.96786	2.68395	5.76266	200
3	7.6552	2.65097	5.80208	200
4	8.33768	2.64685	5.84736	200
5	9.06156	2.66711	5.90476	200
6	9.78377	2.70498	5.96537	200
7	10.4014	2.75908	6.03468	200
8	11.3103	2.82898	6.10795	200
9	11.7732	2.90776	6.18663	200
10	6.71244	2.84822	6.19321	200
11	7.43721	2.80811	6.20876	200
12	7.57022	2.77523	6.22423	200
13	8.236	2.75788	6.24709	200
14	8.34025	2.74403	6.26889	200
15	8.95212	2.74276	6.29684	200
16	8.998	2.74196	6.32281	200
17	9.63091	2.75285	6.35462	200
18	9.64356	2.76242	6.38399	200
19	10.3546	2.78399	6.41944	200
20	10.2618	2.80163	6.45146	200
21	10.9846	2.83049	6.48923	200
22	10.9315	2.85568	6.52394	200
23	11.5859	2.89015	6.56348	200
24	11.7113	2.92335	6.60133	200
25	12.3947	2.96556	6.64393	200
26	12.2296	3.00195	6.68272	200
27	12.824	3.04555	6.72537	200
28	13.1178	3.08958	6.76742	200
29	13.8197	3.14172	6.81382	200
30	13.7687	3.18939	6.85729	200
31	14.7349	3.24799	6.90652	200
32	14.4559	3.2992	6.95146	200
33	15.1975	3.35808	7.00054	200
34	15.1462	3.41249	7.04682	200
35	15.8202	3.47341	7.09667	200
36	15.9507	3.53189	7.14479	200
37	16.5345	3.59556	7.19582	200
38	16.467	3.65468	7.24411	200
39	17.1681	3.71999	7.29579	200
40	17.2836	3.78267	7.34573	200
41	17.9905	3.85129	7.39895	200
42	17.8633	3.91487	7.44926	200
43	18.6397	3.98483	7.50306	200
44	18.6287	4.05095	7.55457	200
45	19.369	4.12283	7.60927	200
46	19.2828	4.19025	7.66138	200
47	20.0067	4.26306	7.71649	200
48	20.0141	4.33232	7.7695	200
49	20.6078	4.40565	7.82484	200
50	20.7012	4.47624	7.87849	200
51	21.4664	4.55217	7.9351	200
52	21.3763	4.62386	7.9893	200
53	22.0953	4.70032	8.04618	200
54	22.1224	4.77357	8.10116	200
55	22.7362	4.85061	8.15833	200
56	22.879	4.92539	8.21409	200
57	23.5164	5.004	8.27205	200
58	23.8731	5.08192	8.32941	200
59	24.3324	5.16222	8.38824	200
60	24.4114	5.2398	8.44547	200
61	25.0741	5.32115	8.50486	200
62	24.9716	5.39855	8.56203	200
63	25.6467	5.4797	8.62135	200
64	25.7978	5.55873	8.67938	200
65	26.4955	5.64155	8.73957	200
66	26.4341	5.72085	8.79778	200
67	27.0669	5.8034	8.85787	200
68	27.0449	5.88278	8.91616	200
69	27.7225	5.96563	8.97644	200
70	27.771	6.04581	9.03517	200
71	28.4822	6.12956	9.09594	200
72	28.1796	6.20855	9.15412	200
73	28.8717	6.29092	9.21424	200
74	29.1156	6.37194	9.27347	200
75	29.7964	6.45617	9.33455	200
76	29.7938	6.53758	9.39402	200
77	30.4548	6.62202	9.45524	200
78	30.4759	6.70383	9.51496	200
79	31.1523	6.78868	9.57643	200
80	31.178	6.87097	9.63643	200
81	31.8654	6.95629	9.69818	200
82	31.7554	7.03836	9.75812	200
83	32.4379	7.12337	9.81975	200
84	32.5428	7.20634	9.88018	200
85	33.2276	7.2922	9.94228	200
86	33.2115	7.37541	10.0029	200
87	33.9207	7.46157	10.0652	200
88	33.8939	7.54508	10.1259	200
89	34.577	7.63133	10.1883	200
90	34.5376	7.71492	10.2492	200
91	35.2223	7.80121	10.3116	200
92	35.2715	7.88532	10.3728	200
93	35.9066	7.97183	10.4354	200
94	35.9815	8.05632	10.4968	200
95	36.6938	8.14354	10.5598	200
96	36.572	8.22782	10.6211	200
97	37.2505	8.31462	10.6839	200
98	37.3162	8.39943	10.7456	200
99	38.0112	8.48677	10.8087	200
100	37.9544	8.57158	10.8704	200
101	38.6736	8.659	10.9336	200
102	38.7726	8.74462	10.9957	200
103	39.409	8.83243	11.0591	200
104	39.3909	8.91795	11.1213	200
105	40.068	9.0058	11.1847	200
106	40.032	9.09132	11.2469	200
107	40.9314	9.18008	11.3109	200
108	40.8414	9.26631	11.3734	200
109	41.524	9.35481	11.4373	200
110	41.5119	9.44114	11.5	200
111	42.1385	9.52946	11.5638	200
112	42.1007	9.61556	11.6264	200
113	42.7796	9.70382	11.6902	200
114	42.8168	9.79021	11.753	200
115	43.5029	9.87875	11.817	200
116	43.4825	9.96521	11.8798	200
117	44.1687	10.0538	11.9439	200
118	44.1303	10.1402	12.0067	200
119	44.8172	10.2288	12.0708	200
120	44.885	10.3157	12.1339	200
121	45.6502	10.4049	12.1984	200
122	45.5495	10.4918	12.2615	200
123	46.1434	10.5804	12.3257	200
124	46.2201	10.6674	12.389	200
125	46.9097	10.7564	12.4534	200
126	46.5156	10.8421	12.516	200
127	47.1963	10.9297	12.5797	200
128	47.6186	11.0171	12.6432	200
129	48.1577	11.1058	12.7075	200
130	48.0564	11.1924	12.7707	200
131	48.82	11.2812	12.835	200
132	48.7705	11.368	12.8983	200
133	49.5143	11.4569	12.9628	200
134	49.5446	11.5442	13.0263	200
135	50.3036	11.6335	13.091	200
136	50.2183	11.7208	13.1546	200
137	50.9601	11.8101	13.2193	200
138	50.8873	11.8975	13.2829	200
139	51.5841	11.9867	13.3476	200
140	51.6592	12.0744	13.4115	200
141	52.2799	12.1638	13.4763	200
142	52.2983	12.2515	13.5401	200
143	52.9491	12.3408	13.6049	200
144	53.0524	12.4288	13.669	200
145	53.7341	12.5185	13.734	200
146	53.7121	12.6065	13.7981	200
147	54.4107	12.6963	13.8631	200
148	54.4053	12.7844	13.9273	200
149	55.0794	12.8742	13.9924	200
150	55.1223	12.9625	14.0567	200
151	55.8273	13.0525	14.1219	200
152	55.794	13.1408	14.1862	200
153	56.4933	13.2309	14.2515	200
154	56.5339	13.3194	14.316	200
155	57.1955	13.4096	14.3814	200
156	57.199	13.4981	14.4458	200
157	57.934	13.5885	14.5113	200
158	57.8792	13.6771	14.5759	200
159	58.6189	13.7675	14.6414	200
160	58.5706	13.8562	14.706	200
161	59.2544	13.9464	14.7715	200
162	59.2908	14.0353	14.8362	200
163	59.8892	14.1255	14.9017	200
164	59.922	14.2143	14.9664	200
165	60.6532	14.3047	15.032	200
166	60.7023	14.3938	15.0969	200
167	61.3113	14.4842	15.1626	200
168	61.5006	14.5737	15.2276	200
169	62.0985	14.6644	15.2935	200
170	62.0264	14.7535	15.3584	200
171	62.7262	14.8441	15.4242	200
172	62.7281	14.9333	15.4891	200
173	63.394	15.0238	15.5549	200
174	63.3998	15.113	15.6199	200
175	64.1354	15.2038	15.6859	200
