time	cwndsize
0.364952	11
0.367081	12
0.371087	13
0.375913	14
0.381425	15
0.386348	16
0.387617	17
0.393047	18
0.395309	19
0.398002	20
0.466	21
0.468795	22
0.472831	23
0.473408	11.5
0.480996	11.5909
0.484557	11.6818
0.49009	11.7727
0.492867	11.8636
0.498225	11.9545
0.499649	12.0455
0.505894	12.1288
0.507267	12.2121
0.509426	12.2955
0.510595	12.3788
0.518359	12.4621
0.518889	12.5455
0.524481	12.6288
0.526467	12.7121
0.532685	12.7955
0.533354	12.8788
0.649033	12.9621
0.650261	13.0455
0.652237	13.1224
0.654392	13.1993
0.661465	13.2762
0.672396	13.3531
0.674951	13.4301
0.675774	13.507
0.677183	13.5839
0.677865	13.6608
0.679976	13.7378
0.824351	13.8147
0.826327	13.8916
0.82707	13.9685
0.829874	14.0455
0.835306	14.1169
0.84556	14.1883
0.857937	14.2597
0.86548	7.12987
0.866837	7.27273
0.872353	7.41558
0.874468	7.55844
0.875169	7.7013
1.00029	7.84416
1.00314	7.98701
1.00508	8.12987
1.00843	8.25487
1.00911	8.37987
1.01484	8.50487
1.02436	8.62987
1.02864	8.75487
1.21758	8.87987
1.2182	9.00487
1.22235	9.11598
1.2231	9.22709
1.22509	9.3382
1.23604	9.44931
1.24382	9.56043
1.35372	9.67154
1.35448	9.78265
1.35795	9.89376
1.35935	10.0049
1.36138	10.1049
1.36952	10.2049
1.37262	10.3049
1.47683	10.4049
1.59927	10.5049
1.60066	10.6049
1.60722	10.7049
1.61005	10.8049
1.61064	10.9049
1.61132	11.0049
1.66297	11.0958
1.66709	11.1867
1.76575	11.2776
1.82192	11.3685
1.8228	11.4594
1.82425	11.5503
1.82623	11.6412
1.83019	11.7321
1.83092	11.8231
1.8337	11.914
1.83574	12.0049
1.84489	12.0882
1.94337	12.1715
1.99161	12.2549
1.99505	12.3382
1.99654	12.4215
1.99789	12.5049
1.99925	12.5882
1.99995	12.6715
2.00059	12.7549
2.00201	12.8382
2.00467	12.9215
2.00769	13.0049
2.00888	13.0818
2.06285	6.5409
2.09261	6.70756
2.09812	6.87423
2.10005	7.0409
2.10088	7.18375
2.10149	7.32661
2.10322	7.46947
2.10564	7.61233
2.10655	7.75518
2.10719	7.89804
2.1091	8.0409
2.11054	8.1659
2.11117	8.2909
2.18797	8.4159
2.18998	8.5409
2.19264	8.6659
2.19404	8.7909
2.1955	8.9159
2.19686	9.0409
2.19748	9.15201
2.19809	9.26312
2.27478	9.37423
2.27612	9.48534
2.2795	4.74267
2.28295	4.99267
2.28448	5.24267
2.28578	5.44267
2.28655	5.64267
2.28788	5.84267
2.28859	6.04267
2.3465	6.20934
2.36444	6.376
2.37067	6.54267
2.37477	3.27134
2.37752	3.60467
2.42195	3.938
2.4309	4.27134
2.43847	4.52134
2.44268	4.77134
2.5006	5.02134
2.50257	5.22134
2.50407	5.42134
2.50675	5.62134
2.56684	5.82134
2.57105	6.02134
2.57249	6.188
2.57864	6.35467
2.58214	6.52134
2.62969	6.688
2.6312	6.85467
2.63186	7.02134
2.63458	7.16419
2.63938	7.30705
2.64841	7.44991
2.6767	7.59276
2.67808	7.73562
2.68167	7.87848
2.68208	8.02134
2.68347	8.14634
2.69251	8.27134
2.70527	8.39634
2.74367	8.52134
2.74425	8.64634
2.74629	8.77134
2.75044	8.89634
2.7525	9.02134
2.75391	9.13245
2.75866	9.24356
2.76226	9.35467
2.80009	9.46578
2.80227	9.57689
2.80554	9.688
2.80841	9.79911
2.809	9.91022
2.81044	10.0213
2.81123	10.1213
2.81202	10.2213
2.81384	10.3213
2.84213	10.4213
2.84283	10.5213
2.8497	10.6213
2.85607	10.7213
2.85838	5.36067
2.86084	5.56067
2.86221	5.76067
2.86285	5.96067
2.86705	6.16067
2.87247	6.32733
2.88806	6.494
2.89036	6.66067
2.89869	6.82733
2.90779	6.994
2.9146	7.16067
2.92149	7.30352
2.927	7.44638
2.93662	7.58924
2.94152	7.7321
2.95322	7.87495
2.95894	8.01781
2.96084	8.14281
2.97529	8.26781
2.98842	8.39281
2.99493	8.51781
2.9981	8.64281
3.0133	8.76781
3.01541	8.89281
3.01605	9.01781
3.01959	9.12892
3.02638	9.24003
3.04153	9.35114
3.04369	9.46225
3.05096	4.73113
3.07539	4.98113
3.07951	5.23113
3.08037	5.43113
3.08663	5.63113
3.09126	5.83113
3.09383	6.03113
3.10456	6.19779
3.11539	6.36446
3.14236	6.53113
3.15356	6.69779
3.16255	6.86446
3.16442	7.03113
3.16518	7.17398
3.17889	7.31684
3.21409	7.4597
3.21691	7.60256
3.22516	7.74541
3.22594	7.88827
3.2267	3.94414
3.22872	4.27747
3.23964	4.52747
3.27949	4.77747
3.28971	5.02747
3.29091	5.22747
3.34557	5.42747
3.34698	5.62747
3.3539	5.82747
3.35687	6.02747
3.36215	6.19414
3.4061	6.3608
3.40992	6.52747
3.41336	6.69414
3.41515	6.8608
3.4173	7.02747
3.42824	7.17033
3.4695	7.31318
3.47306	7.45604
3.48264	7.5989
3.4908	7.74175
3.53536	7.88461
3.53598	8.02747
3.54016	8.15247
3.54829	8.27747
3.59769	8.40247
3.59908	8.52747
3.59969	8.65247
3.60598	8.77747
3.61087	8.90247
3.62271	4.45123
3.67294	4.70123
3.67429	4.95123
3.67654	5.20123
3.6774	5.40123
3.68136	5.60123
3.7438	5.80123
3.74436	6.00123
3.745	6.1679
3.74606	6.33457
3.75415	6.50123
3.81626	6.6679
3.81697	6.83457
3.81831	7.00123
3.8195	7.14409
3.81987	7.28695
3.83346	7.42981
3.89623	7.57266
3.89831	7.71552
3.89896	7.85838
3.89966	8.00123
3.9025	8.12623
3.90306	8.25123
3.92238	8.37623
3.98529	8.50123
3.98664	8.62623
3.9874	8.75123
3.98933	8.87623
3.99071	9.00123
3.99705	9.11235
3.99902	9.22346
4.00599	9.33457
4.07219	9.44568
4.07556	9.55679
4.0769	9.6679
4.07757	9.77901
4.07848	9.89012
4.07902	10.0012
4.08108	10.1012
4.08524	10.2012
4.0988	10.3012
4.14974	10.4012
4.15732	10.5012
4.15799	10.6012
4.16074	10.7012
4.16284	10.8012
4.16415	10.9012
4.16557	11.0012
4.17041	11.0921
4.17403	11.1831
4.19114	11.274
4.23115	11.3649
4.23941	11.4558
4.24291	11.5467
4.24702	11.6376
4.24864	11.7285
4.25011	11.8194
4.25456	11.9103
4.25681	12.0012
4.25956	12.0846
4.26288	12.1679
4.27179	12.2512
4.3161	12.3346
4.32694	12.4179
4.33038	12.5012
4.33876	12.5846
4.34347	12.6679
4.34491	12.7512
