time	cwndsize
0.00227754	2
0.0032203	3
0.00381981	4
0.0045061	5
0.00533213	6
0.00593196	7
0.00656791	8
0.00726017	9
0.00794253	10
0.00863348	11
0.00932143	12
0.0101219	13
0.010694	14
0.0113794	15
0.0120953	16
0.0128345	17
0.013481	18
0.0141809	19
0.0149092	20
0.0156573	21
0.0162733	22
0.016948	23
0.0176844	24
0.0183926	25
0.0190171	26
0.0197015	27
0.0203793	28
0.0210778	29
0.0217661	30
0.0224624	31
0.0231522	32
0.0238305	33
0.0245104	34
0.0251963	35
0.0259192	36
0.0265772	37
0.0272673	38
0.0279532	39
0.0286675	40
0.0293483	41
0.0300083	42
0.0307102	43
0.0332261	44
0.0338155	45
0.0344728	46
0.0351619	47
0.0358327	48
0.0365564	49
0.0372111	50
0.0382552	51
0.0389529	52
0.0396259	53
0.0403081	54
0.0411244	55
0.0416851	56
0.0423633	57
0.0430784	58
0.0438634	59
0.0447629	60
0.0454208	61
0.0460661	62
0.0467681	63
0.0474376	64
0.0481359	65
0.0488489	66
0.0495091	67
0.0506593	68
0.0514954	69
0.0520934	70
0.0527666	71
0.0534568	72
0.0541452	73
0.0549168	74
0.0555172	75
0.0563572	76
0.0569369	77
0.057596	78
0.0583672	79
0.0589587	80
0.0596399	81
0.0604281	82
0.0610344	83
0.0617102	84
0.0624077	85
0.0630982	86
0.0638896	87
0.0645842	88
0.0654419	89
0.065933	90
0.0666079	91
0.0672866	92
0.0679758	93
0.0687379	94
0.0693731	95
0.0700737	96
0.0707377	97
0.0714507	98
0.0721121	99
0.0728037	100
0.0734999	101
0.074186	102
0.0748668	103
0.0755522	104
0.0762314	105
0.0769896	106
0.0776357	107
0.0783041	108
0.0789799	109
0.0798114	110
0.0804429	111
0.0812326	112
0.0818438	113
0.0825247	114
0.0831908	115
0.0838903	116
0.0845867	117
0.0852592	118
0.0865268	119
0.0868409	120
0.087447	121
0.0881444	122
0.0888482	123
0.0895034	124
0.0902014	125
0.0908844	126
0.0915772	127
0.0922659	128
0.0929825	129
0.0936639	130
0.0945071	131
0.0950136	132
0.0956875	133
0.0964083	134
0.0971314	135
0.0979662	136
0.0987379	137
0.0992169	138
0.100052	139
0.100616	140
0.101298	141
0.101981	142
0.102674	143
0.10335	144
0.104047	145
0.104748	146
0.105656	147
0.106185	148
0.106884	149
0.107573	150
0.108279	151
0.108941	152
0.109634	153
0.110322	154
0.110999	155
0.111707	156
0.112378	157
0.113062	158
0.113746	159
0.114463	160
0.115121	161
0.115828	162
0.116504	163
0.117191	164
0.11791	165
0.118563	166
0.119253	167
0.11995	168
0.120635	169
0.121341	170
0.122006	171
0.122732	172
0.123882	173
0.124392	174
0.125065	175
0.125764	176
0.126578	177
0.127143	178
0.127818	179
0.128506	180
0.129287	181
0.129899	182
0.13063	183
0.131315	184
0.131979	185
0.132643	186
0.133317	187
0.134023	188
