segment	rtt	rttvar	srtt	rto
0	238.821	119.41	238.821	1194.1
1	240.127	113.505	238.853	1146.89
2	241.554	108.888	238.909	1110.02
3	243.668	104.549	239.009	1075.4
4	247.874	101.132	239.167	1048.22
5	253.083	98.0173	239.415	1023.55
6	255.032	95.4423	239.659	1003.2
7	256.486	92.9856	239.922	983.807
8	259.776	90.9541	240.198	967.831
9	263.224	89.0672	240.518	953.056
10	25.0847	92.2264	237.825	975.636
11	28.1177	95.1634	235.204	996.511
12	28.7257	97.6933	232.857	1014.4
13	35.6791	99.9543	230.617	1030.25
14	41.0906	101.82	228.642	1043.21
15	43.6723	103.553	226.716	1055.14
16	44.2393	105.07	224.961	1065.52
17	44.4124	106.522	223.225	1075.4
18	44.0389	107.819	221.625	1084.18
19	47.7244	109	220.072	1092.07
20	45.8442	110.087	218.621	1099.31
21	45.9424	111.13	217.182	1106.22
22	52.3636	111.969	215.894	1111.64
23	52.4746	112.773	214.617	1116.8
24	51.2967	113.516	213.416	1121.54
25	53.8561	114.193	212.243	1125.79
26	50.6504	114.851	211.121	1129.93
27	51.0093	115.48	210.009	1133.85
28	48.4938	116.086	208.946	1137.63
29	49.6867	116.654	207.899	1141.13
30	49.4417	117.176	206.908	1144.32
31	61.6356	117.528	206	1146.22
32	58.8241	117.881	205.124	1148.17
33	59.4949	118.211	204.257	1149.94
34	68.7963	118.407	203.488	1150.74
35	74.4656	118.528	202.755	1150.98
36	67.6492	118.708	202.02	1151.68
37	67.9242	118.875	201.292	1152.29
38	61.5342	119.093	200.564	1153.3
39	63.891	119.276	199.852	1154.06
40	66.4803	119.417	199.185	1154.52
41	66.6771	119.548	198.522	1154.9
42	64.7174	119.685	197.879	1155.36
43	82.8415	119.64	197.326	1154.45
44	83.0207	119.591	196.797	1153.52
45	83.2836	119.534	196.271	1152.55
46	79.6768	119.508	195.751	1151.82
47	84.825	119.431	195.256	1150.71
48	81.3195	119.384	194.765	1149.84
49	81.4384	119.332	194.276	1148.93
50	86.3723	119.237	193.827	1147.72
51	86.5117	119.137	193.379	1146.48
52	92.0135	118.994	192.971	1144.92
53	93.5676	118.836	192.57	1143.26
54	85.2748	118.746	192.151	1142.12
55	88.4834	118.628	191.746	1140.77
56	89.2837	118.505	191.358	1139.4
57	90.7235	118.37	190.976	1137.94
58	90.4637	118.239	190.607	1136.52
59	101.953	118.021	190.281	1134.45
60	99.5295	117.826	189.957	1132.57
61	103.001	117.606	189.646	1130.49
62	122.083	117.258	189.412	1127.48
63	122.383	116.91	189.179	1124.46
64	122.228	116.572	188.953	1121.53
65	122.278	116.235	188.728	1118.61
66	121.549	115.912	188.507	1115.8
67	125.818	115.562	188.3	1112.8
68	159.561	115.005	188.208	1108.25
69	163.321	114.428	188.128	1103.55
70	163.693	113.865	188.052	1098.97
71	163.769	113.305	187.976	1094.42
72	151.822	112.835	187.866	1090.55
73	152.331	112.364	187.758	1086.67
74	152.203	111.906	187.652	1082.9
75	152.252	111.451	187.546	1079.16
76	158.433	110.972	187.462	1075.24
77	158.517	110.484	187.376	1071.25
78	148.896	110.056	187.261	1067.71
79	168.957	109.496	187.205	1063.17
80	163.415	108.973	187.133	1058.92
81	163.576	108.44	187.059	1054.58
82	170.451	107.866	187.007	1049.93
83	171.779	107.272	186.958	1045.13
84	174.641	106.663	186.919	1040.22
85	174.724	106.042	186.879	1035.21
86	175.132	105.421	186.84	1030.21
87	175.182	104.788	186.801	1025.1
88	172.891	104.174	186.754	1020.14
