host,hit,cold_miss,suppress_miss,retry_miss
client0,701,29780,0,0
client1,693,25766,0,0
client2,1213,29983,0,16
client3,550,26516,0,5
s0,12750,31493,2216,3763
s1,13109,32242,2082,3737
s2,903,24416,255,3707
