segment	rtt	rttvar	srtt	rto
0	271.371	135.685	271.371	1356.85
1	274.227	129.044	271.442	1303.79
2	278.143	123.946	271.582	1263.15
3	278.207	119.058	271.72	1224.18
4	280.063	115.104	271.869	1192.7
5	282.245	111.364	272.054	1162.96
6	283.614	108.245	272.235	1138.19
7	283.67	105.219	272.413	1114.17
8	286.068	102.676	272.603	1094.01
9	288.544	100.267	272.825	1074.96
10	19.0579	104.104	269.652	1102.49
11	19.1099	107.765	266.521	1128.64
12	19.8392	110.922	263.717	1151.1
13	20.018	113.94	260.948	1172.47
14	22.1103	116.542	258.46	1190.8
15	22.2805	119.034	256	1208.28
16	23.5411	121.216	253.765	1223.49
17	24.1518	123.3	251.557	1237.96
18	22.3281	125.192	249.51	1251.04
19	22.5983	127.008	247.484	1263.55
20	25.1671	128.597	245.632	1274.41
21	25.2325	130.127	243.795	1284.81
22	23.8904	131.53	242.077	1294.31
23	24.9879	132.866	240.381	1303.31
24	26.9397	134.051	238.812	1311.22
25	27.568	135.187	237.258	1318.75
26	25.2972	136.253	235.786	1325.81
27	25.4418	137.282	234.326	1332.58
28	26.1354	138.215	232.956	1338.68
29	29.2913	139.076	231.616	1344.22
30	29.9116	139.859	230.355	1349.23
31	33.8691	140.567	229.127	1353.66
32	34.8403	141.206	227.971	1357.62
33	39.2157	141.772	226.847	1361.03
34	36.5099	142.324	225.766	1364.36
35	36.5808	142.857	224.691	1367.54
36	36.4816	143.35	223.668	1370.47
37	39.2552	143.796	222.666	1373.03
38	35.9781	144.243	221.694	1375.64
39	36.0196	144.674	220.726	1378.12
40	36.0452	145.074	219.803	1380.4
41	39.502	145.427	218.902	1382.32
42	39.7994	145.751	218.041	1384.04
43	39.8967	146.062	217.184	1385.68
44	44.0445	146.313	216.382	1386.88
45	44.1948	146.552	215.585	1388
46	44.4034	146.772	214.821	1389
47	44.6227	146.981	214.061	1389.91
48	45.219	147.17	213.334	1390.69
49	47.8327	147.328	212.62	1391.24
50	43.1002	147.513	211.914	1392.02
51	43.2285	147.689	211.211	1392.72
52	43.4211	147.851	210.534	1393.35
53	43.5731	148.005	209.861	1393.9
54	43.5491	148.148	209.212	1394.4
55	48.5374	148.246	208.584	1394.55
56	47.7813	148.341	207.975	1394.71
57	48.1337	148.429	207.369	1394.8
58	46.3068	148.521	206.777	1394.95
59	51.2704	148.573	206.205	1394.79
60	50.8107	148.622	205.65	1394.62
61	51.4065	148.662	205.1	1394.39
62	55.5834	148.668	204.58	1393.92
63	56.0886	148.666	204.065	1393.4
64	56.2192	148.661	203.565	1392.85
65	56.8801	148.648	203.07	1392.25
66	57.8997	148.625	202.592	1391.59
67	58.6599	148.594	202.119	1390.87
68	55.8789	148.579	201.65	1390.28
69	60.4141	148.532	201.197	1389.45
70	58.9497	148.492	200.753	1388.69
71	59.0663	148.45	200.31	1387.91
72	55.3719	148.428	199.868	1387.3
73	55.429	148.404	199.428	1386.66
74	59.4924	148.354	199.011	1385.84
75	59.6949	148.3	198.597	1385
76	55.535	148.269	198.181	1384.34
77	56.0738	148.234	197.768	1383.64
78	55.3737	148.2	197.363	1382.97
79	55.6136	148.164	196.961	1382.27
80	55.7359	148.125	196.568	1381.57
81	58.6938	148.068	196.185	1380.73
82	58.7055	148.011	195.812	1379.9
83	58.7848	147.951	195.439	1379.05
84	58.4673	147.893	195.075	1378.22
85	58.5328	147.832	194.712	1377.37
86	55.951	147.785	194.351	1376.63
87	56.1593	147.735	193.991	1375.87
88	58.2403	147.674	193.644	1375.04
89	58.2796	147.611	193.299	1374.19
90	58.1362	147.549	192.961	1373.35
91	58.3246	147.484	192.625	1372.5
92	55.0631	147.436	192.287	1371.77
93	55.1344	147.385	191.951	1371.03
94	53.5788	147.342	191.619	1370.35
95	53.7608	147.296	191.287	1369.66
96	59.38	147.224	190.976	1368.77
97	59.5491	147.149	190.666	1367.86
98	54.9773	147.096	190.352	1367.12
99	56.547	147.035	190.042	1366.32
100	59.051	146.962	189.745	1365.44
101	59.1073	146.887	189.448	1364.55
102	58.9194	146.814	189.156	1363.67
103	58.9577	146.74	188.866	1362.79
104	58.8552	146.667	188.581	1361.92
105	58.9252	146.592	188.296	1361.03
106	58.2197	146.521	188.016	1360.18
107	63.572	146.426	187.748	1359.16
108	66.0692	146.321	187.49	1358.06
109	66.1975	146.215	187.233	1356.95
110	66.3523	146.109	186.981	1355.86
111	66.5878	146.002	186.73	1354.75
112	66.6092	145.896	186.484	1353.65
113	66.9488	145.788	186.239	1352.54
114	71.1475	145.664	186.007	1351.32
115	71.2785	145.54	185.776	1350.09
116	71.236	145.417	185.549	1348.88
117	71.3395	145.293	185.322	1347.66
118	74.1316	145.16	185.105	1346.38
119	76.3274	145.017	184.892	1345.03
120	74.9152	144.883	184.681	1343.74
121	75.0522	144.747	184.47	1342.45
122	76.5897	144.607	184.266	1341.13
123	76.6581	144.467	184.062	1339.8
124	76.8938	144.328	183.862	1338.49
125	81.5511	144.171	183.671	1337.04
126	81.4434	144.017	183.483	1335.62
127	81.4847	143.863	183.296	1334.2
128	76.8919	143.727	183.103	1332.92
129	83.9484	143.565	182.923	1331.45
130	83.8219	143.407	182.746	1330
131	83.9755	143.247	182.57	1328.55
132	83.5518	143.092	182.396	1327.13
133	83.7482	142.935	182.222	1325.7
134	79.5835	142.795	182.044	1324.4
135	82.761	142.644	181.871	1323.02
136	82.5372	142.496	181.701	1321.67
137	82.9662	142.346	181.532	1320.3
138	82.9707	142.198	181.366	1318.95
