segment	rtt	rttvar	srtt	rto
0	266.621	133.31	266.621	1333.1
1	269.633	126.795	266.696	1281.06
2	272.368	121.749	266.814	1240.8
3	278.156	117.148	267.051	1204.24
4	278.288	113.366	267.251	1174.18
5	280.302	109.783	267.484	1145.75
6	283.048	106.839	267.727	1122.44
7	283.149	103.982	267.968	1099.82
8	285.092	101.569	268.206	1080.76
9	285.253	99.2215	268.443	1062.21
10	20.874	102.93	265.348	1088.79
11	23.3369	106.407	262.323	1113.58
12	20.7112	109.48	259.578	1135.42
13	23.1619	112.365	256.891	1155.81
14	23.5984	114.884	254.461	1173.53
15	23.7461	117.297	252.058	1190.44
16	19.8558	119.507	249.825	1205.88
17	22.3651	121.583	247.638	1220.3
18	22.6621	123.429	245.629	1233.06
19	22.7661	125.205	243.639	1245.28
20	23.2251	126.792	241.803	1256.14
21	23.2905	128.32	239.982	1266.55
22	20.9237	129.738	238.27	1276.18
23	23.6654	131.064	236.594	1285.11
24	29.1449	132.188	235.068	1292.57
25	29.417	133.268	233.556	1299.7
26	27.9047	134.273	232.128	1306.31
27	30.4368	135.21	230.727	1312.4
28	30.4561	136.066	229.41	1317.94
29	33.6065	136.852	228.122	1322.94
30	32.1562	137.591	226.897	1327.62
31	37.6605	138.236	225.714	1331.6
32	35.8241	138.851	224.584	1335.39
33	38.8536	139.409	223.478	1338.75
34	38.6105	139.926	222.428	1341.83
35	40.3983	140.404	221.394	1344.63
36	45.1866	140.793	220.436	1346.78
37	45.2837	141.167	219.484	1348.82
38	42.2197	141.543	218.561	1350.9
39	42.3648	141.904	217.643	1352.87
40	45.3662	142.208	216.782	1354.44
41	45.3999	142.499	215.925	1355.92
42	43.5998	142.786	215.096	1357.39
43	45.7156	143.042	214.282	1358.62
44	43.3496	143.3	213.491	1359.89
45	44.4888	143.538	212.708	1361.01
46	46.2524	143.743	211.965	1361.91
47	47.6145	143.927	211.231	1362.64
48	47.584	144.097	210.526	1363.3
49	48.9629	144.247	209.83	1363.81
50	46.5445	144.406	209.149	1364.4
51	47.7919	144.547	208.477	1364.85
52	47.8119	144.677	207.829	1365.25
53	49.2486	144.789	207.19	1365.5
54	51.8381	144.872	206.583	1365.56
55	55.8251	144.918	205.994	1365.34
56	54.876	144.965	205.421	1365.14
57	61.8579	144.954	204.878	1364.51
58	57.3768	144.973	204.335	1364.12
59	57.5249	144.986	203.796	1363.69
60	59.3664	144.982	203.28	1363.14
61	59.4747	144.974	202.766	1362.56
62	60.5079	144.955	202.272	1361.91
63	60.5439	144.933	201.78	1361.24
64	60.5586	144.908	201.303	1360.56
65	60.6794	144.879	200.828	1359.86
66	60.6254	144.848	200.367	1359.15
67	61.5723	144.808	199.91	1358.37
68	59.9865	144.777	199.462	1357.68
69	60.0291	144.743	199.015	1356.96
70	71.0817	144.637	198.615	1355.71
71	71.7226	144.527	198.219	1354.43
72	67.2606	144.444	197.819	1353.37
73	67.7635	144.356	197.423	1352.27
74	67.2634	144.272	197.035	1351.21
75	70.2207	144.168	196.658	1350
76	67.2376	144.082	196.282	1348.94
77	68.9538	143.985	195.912	1347.79
78	69.8435	143.883	195.553	1346.62
79	70.9107	143.773	195.199	1345.39
80	74.407	143.646	194.864	1344.03
81	74.5804	143.516	194.53	1342.66
82	70.3113	143.411	194.192	1341.48
83	70.3615	143.305	193.856	1340.29
84	74.8467	143.175	193.539	1338.94
85	74.9947	143.044	193.224	1337.58
86	76.4907	142.907	192.92	1336.18
87	77.1032	142.766	192.618	1334.75
88	77.8229	142.624	192.325	1333.31
89	78.4265	142.477	192.035	1331.85
90	78.4546	142.333	191.751	1330.41
91	83.4437	142.162	191.48	1328.78
92	84.057	141.992	191.217	1327.15
93	84.7456	141.818	190.956	1325.5
94	86.0986	141.64	190.704	1323.83
95	87.2158	141.457	190.455	1322.11
96	85.5244	141.285	190.208	1320.48
97	87.1708	141.104	189.965	1318.8
98	87.6227	140.925	189.728	1317.13
99	89.3333	140.737	189.495	1315.39
100	90.8704	140.546	189.271	1313.64
101	91.5596	140.351	189.049	1311.86
102	90.0448	140.166	188.828	1310.16
103	90.3092	139.98	188.608	1308.45
104	90.8209	139.795	188.394	1306.76
105	92.8856	139.601	188.184	1304.99
106	92.9211	139.41	187.979	1303.26
107	92.9567	139.219	187.774	1301.52
108	94.3744	139.025	187.576	1299.77
109	95.728	138.825	187.382	1297.98
110	97.3409	138.621	187.194	1296.16
111	97.4343	138.418	187.007	1294.35
112	118.367	138.132	186.866	1291.92
113	119.074	137.844	186.728	1289.48
114	119.034	137.561	186.591	1287.08
115	121.322	137.269	186.459	1284.61
116	120.096	136.988	186.328	1282.23
117	122.969	136.696	186.202	1279.77
118	125.218	136.4	186.083	1277.28
119	126.625	136.099	185.967	1274.76
120	125.699	135.808	185.851	1272.31
121	128.016	135.508	185.74	1269.8
122	128.163	135.213	185.631	1267.33
123	130.821	134.908	185.527	1264.79
124	125.045	134.63	185.414	1262.46
125	125.26	134.352	185.302	1260.12
126	124.202	134.083	185.189	1257.85
127	127.705	133.801	185.084	1255.5
128	128.07	133.523	184.981	1253.17
129	128.147	133.245	184.878	1250.84
130	126.046	132.98	184.772	1248.61
131	126.223	132.714	184.668	1246.38
132	131.656	132.433	184.575	1244.04
133	131.762	132.153	184.482	1241.7
134	130.354	131.882	184.388	1239.44
135	132.493	131.604	184.298	1237.13
136	132.514	131.331	184.209	1234.86
137	132.586	131.058	184.12	1232.58
138	130.078	130.798	184.029	1230.41
139	130.251	130.537	183.938	1228.24
140	133.25	130.271	183.854	1226.02
141	134.518	130.001	183.772	1223.78
142	135.485	129.733	183.692	1221.55
143	135.535	129.464	183.613	1219.33
144	134.711	129.203	183.534	1217.16
145	139.86	128.925	183.463	1214.86
146	138.349	128.656	183.39	1212.64
147	138.389	128.388	183.318	1210.42
148	140.571	128.117	183.251	1208.19
149	148.586	127.822	183.196	1205.77
150	150.388	127.525	183.145	1203.34
151	150.677	127.228	183.094	1200.91
152	151.073	126.934	183.044	1198.51
153	151.254	126.64	182.995	1196.12
154	155.492	126.338	182.953	1193.66
155	160.814	126.02	182.92	1191.08
156	160.422	125.708	182.886	1188.55
157	160.496	125.397	182.852	1186.03
158	163.329	125.082	182.823	1183.48
159	163.371	124.768	182.794	1180.94
160	160.433	124.466	182.761	1178.49
161	162.189	124.161	182.731	1176.02
162	162.2	123.86	182.701	1173.58
163	162.271	123.559	182.671	1171.14
164	160.585	123.267	182.64	1168.78
165	160.755	122.976	182.608	1166.42
166	163.364	122.681	182.581	1164.03
167	163.416	122.387	182.554	1161.65
168	162.381	122.1	182.525	1159.33
169	164.314	121.808	182.5	1156.97
170	159.083	121.535	182.467	1154.75
171	161.64	121.255	182.438	1152.48
172	162.402	120.977	182.411	1150.23
173	162.454	120.7	182.383	1147.98
174	159.506	120.434	182.352	1145.82
175	161.6	120.163	182.324	1143.63
176	161.603	119.896	182.296	1141.46
177	161.834	119.628	182.269	1139.3
178	157.466	119.376	182.236	1137.25
179	161.141	119.115	182.208	1135.13
180	161.106	118.857	182.18	1133.03
181	161.265	118.599	182.152	1130.95
182	159.989	118.348	182.124	1128.91
183	164.634	118.085	182.101	1126.78
184	164.271	117.827	182.078	1124.69
185	170.037	117.554	182.062	1122.5
186	169.257	117.287	182.046	1120.34
187	169.314	117.02	182.03	1118.19
188	168.758	116.758	182.013	1116.08
189	171.647	116.49	182	1113.92
190	168.743	116.232	181.983	1111.84
191	168.967	115.974	181.967	1109.76
192	173.861	115.707	181.957	1107.61
193	173.953	115.44	181.947	1105.47
194	173.436	115.178	181.937	1103.36
195	176.943	114.908	181.931	1101.19
196	176.425	114.642	181.924	1099.06
197	177.309	114.375	181.918	1096.92
198	182.682	114.102	181.919	1094.74
199	193.004	113.855	181.932	1092.77
200	191.962	113.607	181.944	1090.8
201	192.033	113.361	181.956	1088.84
202	191.785	113.117	181.968	1086.9
203	202.632	112.899	181.992	1085.18
204	201.114	112.68	182.015	1083.45
205	204.077	112.468	182.041	1081.78
206	203.583	112.257	182.065	1080.12
207	205.745	112.052	182.093	1078.51
208	204.519	111.847	182.119	1076.89
209	204.618	111.642	182.144	1075.28
210	206.847	111.444	182.172	1073.73
211	207.137	111.248	182.201	1072.18
212	206.558	111.052	182.228	1070.64
213	206.608	110.857	182.256	1069.11
214	209.375	110.67	182.286	1067.64
215	209.456	110.483	182.316	1066.18
216	210.656	110.302	182.348	1064.76
217	210.7	110.12	182.379	1063.34
218	208.914	109.937	182.408	1061.9
219	209.099	109.755	182.437	1060.47
220	207.177	109.57	182.464	1059.02
221	207.293	109.386	182.491	1057.58
222	207.322	109.203	182.518	1056.14
223	213.506	109.035	182.551	1054.83
224	213.528	108.868	182.584	1053.53
225	213.545	108.701	182.618	1052.23
226	210.795	108.531	182.647	1050.89
227	210.932	108.361	182.677	1049.56
228	213.411	108.198	182.71	1048.29
229	213.806	108.036	182.742	1047.03
230	220.4	107.889	182.782	1045.89
231	222.673	107.747	182.823	1044.8
232	222.64	107.607	182.864	1043.72
233	222.753	107.467	182.905	1042.64
234	225.877	107.335	182.949	1041.63
235	225.936	107.203	182.993	1040.62
236	225.259	107.071	183.036	1039.61
237	225.34	106.94	183.079	1038.6
238	230.664	106.819	183.128	1037.68
239	236.148	106.709	183.182	1036.85
240	233.898	106.594	183.234	1035.99
241	234.042	106.479	183.287	1035.12
242	233.88	106.363	183.339	1034.24
243	236.584	106.253	183.394	1033.41
244	233.755	106.136	183.447	1032.54
245	233.862	106.019	183.5	1031.65
246	236.601	105.908	183.555	1030.82
247	247.431	105.819	183.623	1030.17
248	248.47	105.732	183.692	1029.55
249	251.333	105.651	183.764	1028.97
250	248.624	105.563	183.833	1028.34
251	248.728	105.476	183.903	1027.71
252	246.482	105.383	183.971	1027.04
253	246.534	105.29	184.039	1026.36
254	249.489	105.204	184.11	1025.74
255	250.204	105.118	184.182	1025.13
256	247.578	105.026	184.252	1024.46
257	247.789	104.935	184.322	1023.8
258	246.734	104.841	184.391	1023.12
259	246.869	104.746	184.461	1022.43
260	251.626	104.662	184.536	1021.83
261	251.677	104.578	184.612	1021.23
262	251.673	104.493	184.687	1020.63
263	251.757	104.408	184.763	1020.03
264	248.252	104.315	184.835	1019.36
265	248.449	104.222	184.908	1018.68
266	253.258	104.139	184.987	1018.1
267	253.404	104.057	185.066	1017.52
268	255.765	103.979	185.148	1016.98
269	258.504	103.908	185.233	1016.5
270	258.519	103.836	185.319	1016.01
271	258.785	103.765	185.406	1015.52
272	258.634	103.693	185.492	1015.03
273	264.24	103.633	185.586	1014.65
274	263.546	103.572	185.679	1014.26
275	263.591	103.511	185.772	1013.86
276	263.563	103.449	185.866	1013.46
277	263.597	103.386	185.96	1013.05
278	263.633	103.324	186.054	1012.65
279	267.758	103.271	186.154	1012.32
280	277.74	103.242	186.267	1012.2
281	277.784	103.213	186.38	1012.09
282	277.826	103.184	186.493	1011.97
283	277.886	103.155	186.607	1011.84
284	277.851	103.125	186.721	1011.72
285	282.986	103.108	186.843	1011.7
286	282.992	103.09	186.964	1011.68
287	283.078	103.072	187.087	1011.66
288	283.178	103.054	187.21	1011.64
289	283.23	103.036	187.333	1011.62
290	285.086	103.023	187.459	1011.64
291	285.123	103.009	187.586	1011.66
292	283.954	102.991	187.712	1011.64
293	284.02	102.974	187.839	1011.63
294	283.002	102.953	187.964	1011.59
295	283.03	102.932	188.09	1011.55
296	288.188	102.925	188.223	1011.62
297	288.262	102.917	188.358	1011.69
298	288.133	102.908	188.492	1011.76
299	288.217	102.9	188.627	1011.83
300	283.143	102.877	188.756	1011.77
301	283.214	102.854	188.886	1011.72
302	288.234	102.844	189.022	1011.78
303	288.48	102.835	189.16	1011.84
304	288.5	102.825	189.298	1011.9
305	288.527	102.815	189.438	1011.96
306	286.284	102.798	189.574	1011.96
307	292.22	102.798	189.719	1012.1
308	284.293	102.775	189.854	1012.05
309	284.384	102.751	189.989	1012
310	270.783	102.688	190.106	1011.61
311	270.881	102.624	190.223	1011.22
312	270.626	102.559	190.34	1010.82
313	270.682	102.494	190.458	1010.41
314	275.086	102.442	190.582	1010.11
315	275.184	102.388	190.708	1009.82
316	275.042	102.335	190.834	1009.51
317	275.091	102.28	190.961	1009.2
318	292.288	102.277	191.113	1009.33
319	292.329	102.274	191.268	1009.46
320	287.259	102.255	191.414	1009.45
321	292.319	102.251	191.57	1009.58
322	292.269	102.246	191.725	1009.69
323	292.746	102.242	191.883	1009.82
324	297.625	102.253	192.048	1010.07
325	304.188	102.284	192.226	1010.5
