segment	rtt	rttvar	srtt	rto
0	270.204	135.102	270.204	1351.02
1	273.264	128.5	270.28	1298.28
2	277.063	123.428	270.421	1257.85
3	277.227	118.569	270.563	1219.11
4	278.676	114.624	270.708	1187.7
5	282.325	110.945	270.915	1158.48
6	283.044	107.857	271.105	1133.96
7	283.175	104.864	271.294	1110.2
8	286.452	102.372	271.504	1090.48
9	286.516	99.9454	271.713	1071.28
10	20.3893	103.73	268.571	1098.41
11	20.4644	107.339	265.47	1124.18
12	21.4831	110.445	262.697	1146.26
13	21.6701	113.413	259.958	1167.26
14	20.3169	116.042	257.462	1185.8
15	37.8526	118.2	255.174	1200.77
16	37.8621	120.106	253.085	1213.93
17	41.1053	121.873	251.047	1226.03
18	39.7235	123.47	249.16	1236.92
19	42.0275	124.964	247.31	1247.02
20	42.7273	126.291	245.605	1255.93
21	43.4242	127.556	243.921	1264.37
22	42.7666	128.706	242.349	1272
23	42.7876	129.813	240.79	1279.29
24	47.102	130.752	239.366	1285.39
25	48.4464	131.637	237.962	1291.06
26	47.6046	132.453	236.64	1296.26
27	49.311	133.215	235.339	1301.06
28	50.2307	133.898	234.121	1305.3
29	50.2618	134.555	232.912	1309.35
30	51.7785	135.137	231.78	1312.88
31	51.8906	135.697	230.655	1316.23
32	77.3055	135.907	229.743	1317
33	78.4354	136.09	228.842	1317.56
34	74.6584	136.296	227.966	1318.33
35	75.1327	136.484	227.098	1318.97
36	111.923	136.252	226.472	1316.49
37	117.253	135.958	225.878	1313.54
38	115.059	135.696	225.301	1310.87
39	117.23	135.409	224.738	1308.01
40	99.9436	135.303	224.114	1306.53
41	102.218	135.168	223.505	1304.85
42	102.985	135.028	222.925	1303.15
43	111.019	134.805	222.387	1300.83
44	115.365	134.548	221.892	1298.28
45	115.455	134.288	221.399	1295.7
46	115.581	134.034	220.926	1293.19
47	115.763	133.776	220.457	1290.66
48	118.874	133.498	220.019	1288.01
49	125.541	133.162	219.612	1284.91
50	142.753	132.693	219.292	1280.83
51	143.94	132.215	218.978	1276.7
52	143.463	131.758	218.673	1272.73
53	146.366	131.278	218.382	1268.61
54	146.398	130.815	218.1	1264.62
55	146.613	130.351	217.821	1260.63
56	146.772	129.902	217.552	1256.77
57	157.869	129.37	217.326	1252.29
58	153.583	128.888	217.092	1248.19
59	158.688	128.369	216.877	1243.83
60	157.475	127.877	216.665	1239.68
61	157.692	127.37	216.448	1235.41
62	155.664	126.88	216.224	1231.27
63	171.701	126.257	216.056	1226.11
64	170.105	125.648	215.882	1221.07
65	170.135	125.024	215.703	1215.89
66	169.243	124.41	215.522	1210.8
67	169.318	123.779	215.335	1205.57
68	169.42	123.152	215.15	1200.36
69	176.211	122.45	214.988	1194.59
70	170.632	121.799	214.803	1189.19
71	180.088	121.048	214.653	1183.04
72	188.122	120.233	214.539	1176.41
73	188.279	119.394	214.422	1169.58
74	170.616	118.72	214.226	1163.98
75	170.739	118.023	214.025	1158.21
76	174.263	117.298	213.841	1152.23
77	174.37	116.55	213.651	1146.05
78	174.219	115.808	213.462	1139.93
79	178.394	115.001	213.286	1133.29
80	178.083	114.203	213.11	1126.73
81	184.701	113.309	212.962	1119.44
82	147.782	112.808	212.623	1115.09
83	147.802	112.286	212.27	1110.56
84	149.9	111.744	211.931	1105.88
85	152.272	111.152	211.592	1100.81
86	152.963	110.555	211.259	1095.7
87	164.586	109.795	210.982	1089.34
88	162.518	109.065	210.693	1083.21
89	162.647	108.302	210.393	1076.81
90	166.845	107.492	210.121	1070.06
91	167.049	106.645	209.837	1062.99
92	164.825	105.834	209.541	1056.21
93	164.87	104.984	209.231	1049.11
94	180.482	103.925	209.031	1040.43
95	180.557	102.816	208.822	1031.35
96	172.533	101.838	208.555	1023.26
97	172.615	100.922	208.305	1015.68
98	171.693	100.029	208.051	1008.28
99	171.782	99.1435	207.799	1000.95
100	171.755	98.2672	207.549	993.686
101	171.834	97.3984	207.301	986.488
102	171.82	96.5384	207.055	979.362
103	181.198	95.5567	206.875	971.329
104	181.348	94.5841	206.698	963.37
105	181.95	93.6141	206.526	955.439
106	181.229	92.6653	206.35	947.673
107	181.289	91.7263	206.176	939.987
108	174.685	90.8897	205.958	933.075
109	179.528	89.9945	205.774	925.73
110	169.466	89.2488	205.522	919.512
111	176.366	88.4142	205.319	912.633
112	179.03	87.5513	205.137	905.548
113	179.252	86.6949	204.957	898.516
114	184.056	85.7811	204.812	891.06
115	184.099	84.8773	204.668	883.687
116	188.4	83.9244	204.555	875.95
117	192.236	82.9299	204.47	867.909
