host,hit,cold_miss,suppress_miss,retry_miss
client0,1173,28919,34,0
client1,20,35987,0,0
client2,285,32925,0,0
client3,304,34902,7,0
s0,2381,49175,1873,2746
s1,3520,49251,2078,3522
s2,1481,38528,607,2770
