host,hit,cold_miss,suppress_miss,retry_miss
client0,1408,30450,29,0
client1,455,33261,0,0
client2,1344,30378,44,0
client3,699,32862,40,0
s0,2697,42042,4225,6082
s1,2340,42284,3703,6210
s2,1634,30345,927,5990
