segment	rtt	rttvar	srtt	rto
0	387.282	193.641	387.282	1936.41
1	393.576	184.274	387.44	1861.63
2	397.485	177.014	387.649	1803.76
3	402.904	170.274	387.967	1750.16
4	407.063	164.875	388.308	1707.31
5	408.587	159.711	388.67	1666.36
6	411.398	155.43	389.025	1632.47
7	412.722	151.314	389.395	1599.9
8	413.384	147.777	389.729	1571.94
9	414.906	144.371	390.078	1545.05
10	83.557	148.425	386.247	1573.65
11	83.7426	152.277	382.465	1600.68
12	85.9357	155.555	379.096	1623.54
13	87.626	158.644	375.784	1644.94
14	87.3205	161.349	372.779	1663.57
15	89.342	163.892	369.826	1680.97
16	89.2307	166.137	367.128	1696.22
17	89.9421	168.272	364.463	1710.64
18	91.365	170.144	362.025	1723.18
19	95.2942	171.869	359.643	1734.59
20	101.193	173.312	357.489	1743.98
21	106.729	174.603	355.4	1752.22
28	115.854	175.617	353.528	1758.47
29	116.555	176.576	351.677	1764.29
30	179.744	176.508	350.413	1762.48
31	182.56	176.381	349.178	1760.22
32	186.421	176.191	348.048	1757.58
33	187.422	175.975	346.933	1754.73
34	201.207	175.577	345.974	1750.59
35	205.767	175.112	345.052	1745.95
36	208.931	174.624	344.201	1741.2
37	212.556	174.087	343.378	1736.08
38	212.427	173.574	342.599	1731.19
39	214.39	173.034	341.835	1726.1
40	217.152	172.484	341.127	1721
41	220.029	171.9	340.439	1715.64
42	219.516	171.346	339.782	1710.55
43	220.179	170.784	339.132	1705.4
46	230.663	170.135	338.567	1699.64
47	234.59	169.445	338.025	1693.59
50	227.725	168.854	337.474	1688.31
51	229.488	168.245	336.934	1682.9
52	225.18	167.702	336.397	1678.01
54	220.63	167.203	335.84	1673.46
55	221.318	166.715	335.31	1669.03
56	221.944	166.221	334.785	1664.55
57	224.149	165.725	334.291	1660.09
58	160.843	165.794	333.517	1659.87
59	161.399	165.848	332.775	1659.56
60	233.586	165.274	332.347	1654.54
61	242.82	164.642	331.974	1649.11
62	239.322	164.042	331.588	1643.93
63	239.382	163.463	331.216	1638.92
64	239.081	162.888	330.845	1633.95
65	239.211	162.331	330.487	1629.14
66	221.778	161.912	330.062	1625.36
67	222.544	161.5	329.655	1621.66
68	219.295	161.113	329.237	1618.14
69	220.862	160.725	328.839	1614.64
70	285.214	159.864	328.678	1607.59
71	286.374	159.024	328.527	1600.72
72	283.481	158.21	328.366	1594.05
73	285.535	157.409	328.217	1587.49
74	284.821	156.617	328.067	1581
75	285.542	155.846	327.923	1574.69
76	285.607	155.079	327.78	1568.41
77	286.957	154.327	327.646	1562.27
78	331.957	153.34	327.66	1554.38
79	332.855	152.391	327.677	1546.8
80	353.496	151.579	327.759	1540.39
81	356.284	150.81	327.849	1534.33
82	359.798	150.067	327.948	1528.49
83	361.733	149.358	328.051	1522.92
84	363.316	148.663	328.159	1517.46
85	367.972	148.015	328.277	1512.4
86	353.422	147.283	328.352	1506.62
87	357.434	146.596	328.437	1501.21
88	359.358	145.924	328.527	1495.92
89	360.505	145.276	328.618	1490.83
90	368.53	144.678	328.731	1486.15
91	372.049	144.115	328.851	1481.77
92	370.94	143.548	328.968	1477.35
93	372.174	143.002	329.086	1473.1
94	375.94	142.48	329.213	1469.05
95	379.374	141.989	329.346	1465.26
96	368.69	141.443	329.451	1460.99
97	372.045	140.928	329.562	1456.99
98	388.994	140.503	329.717	1453.74
99	390.276	140.096	329.871	1450.64
100	390.413	139.69	330.026	1447.54
101	391.885	139.301	330.18	1444.58
102	392.244	138.914	330.335	1441.65
103	393.583	138.543	330.49	1438.84
104	339.874	137.91	330.513	1433.8
105	342.195	137.303	330.541	1428.97
106	343.665	136.706	330.573	1424.22
107	344.265	136.126	330.605	1419.61
108	278.144	135.732	330.482	1416.33
109	280.868	135.333	330.367	1413.03
110	272.946	134.972	330.234	1410.01
111	274.274	134.613	330.107	1407.01
112	277.292	134.241	329.987	1403.92
113	278.061	133.874	329.871	1400.86
114	282.731	133.486	329.765	1397.66
115	284.021	133.102	329.665	1394.48
116	286.08	132.709	329.57	1391.24
117	288.816	132.313	329.482	1387.98
118	289.459	131.915	329.395	1384.71
119	291.434	131.517	329.315	1381.45
120	299.086	131.088	329.251	1377.95
121	301.099	130.659	329.192	1374.46
122	301.079	130.231	329.134	1370.99
123	302.274	129.808	329.079	1367.54
124	302.259	129.386	329.024	1364.11
125	302.98	128.969	328.971	1360.72
126	313.296	128.512	328.94	1357.04
127	316.628	128.051	328.915	1353.32
128	250.929	127.852	328.761	1351.58
129	252.293	127.652	328.611	1349.82
130	371.87	127.322	328.696	1347.27
131	373.225	127.004	328.781	1344.81
132	373.135	126.686	328.867	1342.35
133	373.758	126.376	328.952	1339.96
134	372.393	126.062	329.034	1337.53
135	373.242	125.756	329.116	1335.17
136	371.937	125.447	329.196	1332.77
137	373.222	125.147	329.277	1330.46
138	373.333	124.849	329.358	1328.15
139	373.975	124.559	329.439	1325.91
140	372.573	124.264	329.517	1323.63
141	374.058	123.979	329.597	1321.43
142	373.8	123.694	329.676	1319.23
143	374.721	123.417	329.755	1317.09
144	326.158	122.995	329.749	1313.71
145	327.622	122.575	329.745	1310.35
146	327.521	122.158	329.741	1307
147	327.911	121.745	329.738	1303.7
148	305.836	121.406	329.696	1300.94
149	306.624	121.064	329.656	1298.17
150	324.894	120.655	329.648	1294.89
151	325.278	120.245	329.64	1291.6
152	317.536	119.859	329.619	1288.49
153	318.46	119.471	329.599	1285.37
154	316.986	119.084	329.576	1282.25
155	317.908	118.695	329.555	1279.11
156	316.386	118.307	329.531	1275.98
157	316.968	117.918	329.507	1272.85
158	312.861	117.54	329.476	1269.8
159	313.532	117.161	329.447	1266.73
160	312.153	116.783	329.414	1263.67
161	312.681	116.404	329.382	1260.61
162	309.543	116.032	329.344	1257.6
163	310.292	115.659	329.307	1254.58
164	317.937	115.252	329.285	1251.3
165	319.879	114.838	329.267	1247.97
166	320.688	114.417	329.25	1244.58
167	323.42	113.986	329.238	1241.12
168	316.532	113.577	329.213	1237.83
170	315.674	113.174	329.185	1234.58
171	317.101	112.76	329.161	1231.24
172	317.154	112.347	329.136	1227.91
173	320.541	111.914	329.118	1224.43
174	320.632	111.484	329.1	1220.97
175	323.531	111.035	329.089	1217.37
176	321.171	110.598	329.072	1213.85
177	323.253	110.146	329.059	1210.23
178	321.956	109.702	329.044	1206.66
179	325.948	109.234	329.037	1202.91
180	327.131	108.764	329.033	1199.14
181	330.03	108.283	329.035	1195.3
182	328.761	107.8	329.035	1191.44
183	330.013	107.315	329.037	1187.56
184	314.582	106.893	329.004	1184.15
185	316.873	106.454	328.976	1180.61
186	315.629	106.023	328.945	1177.13
187	316.847	105.58	328.916	1173.56
188	320.098	105.124	328.896	1169.88
189	322.183	104.65	328.879	1166.08
190	322.239	104.179	328.864	1162.3
191	324.94	103.688	328.854	1158.36
192	323.022	103.208	328.84	1154.5
193	323.742	102.718	328.827	1150.57
194	323.663	102.23	328.814	1146.65
195	324.976	101.728	328.804	1142.63
196	323.63	101.235	328.791	1138.67
197	324.512	100.73	328.78	1134.62
198	322.926	100.236	328.765	1130.65
199	323.368	99.7316	328.75	1126.6
200	322.686	99.2333	328.734	1122.6
201	323.366	98.7232	328.719	1118.51
202	323.454	98.2153	328.705	1114.43
203	324.32	97.694	328.693	1110.24
204	316.714	97.2178	328.66	1106.4
205	317.294	96.73	328.627	1102.47
206	318.009	96.2407	328.597	1098.52
207	318.712	95.7387	328.569	1094.48
208	318.147	95.2426	328.538	1090.48
209	319.484	94.7296	328.511	1086.35
210	319.029	94.2222	328.483	1082.26
211	320.56	93.696	328.459	1078.03
169	386.888	93.4809	328.637	1076.48
212	327.003	92.9069	328.632	1071.89
213	327.729	92.3318	328.629	1067.28
214	328.254	91.7424	328.628	1062.57
215	329.796	91.1618	328.632	1057.93
216	326.258	90.5776	328.624	1053.24
217	327.664	89.988	328.621	1048.53
218	330.987	89.396	328.629	1043.8
219	331.161	88.8091	328.637	1039.11
220	333.771	88.228	328.655	1034.48
221	335.198	87.6608	328.678	1029.96
222	333.009	87.0821	328.693	1025.35
223	333.657	86.5118	328.71	1020.8
224	334.417	85.9507	328.73	1016.34
225	336.532	85.4226	328.756	1012.14
226	336.641	84.8987	328.783	1007.97
227	337.14	84.3816	328.811	1003.86
228	325.319	83.835	328.799	999.479
229	326.779	83.2822	328.792	995.05
230	325.393	82.7425	328.781	990.721
231	326.015	82.2021	328.772	986.388
232	326.812	81.6599	328.765	982.044
233	327.566	81.1162	328.761	977.691
234	327.862	80.5742	328.758	973.352
235	328.864	80.0305	328.758	969.003
236	328.28	79.493	328.757	964.701
237	329.829	78.9631	328.76	960.465
238	329.784	78.4365	328.764	956.256
239	332.398	77.9311	328.776	952.225
240	324.698	77.4321	328.762	948.219
241	325.301	76.9323	328.751	944.209
242	322.623	76.4539	328.73	940.361
243	324.218	75.9678	328.715	936.457
244	324.879	75.4804	328.702	932.545
245	328.83	74.9713	328.702	928.472
246	330.379	74.476	328.708	924.516
247	332.299	73.9971	328.72	920.697
248	328.188	73.5007	328.718	916.724
249	328.782	73.0045	328.718	912.754
250	328.143	72.5151	328.716	908.837
251	328.779	72.0256	328.717	904.921
252	328.841	71.5398	328.717	901.035
253	329.487	71.0616	328.72	897.212
254	329.881	70.5893	328.724	893.438
255	330.283	70.1229	328.729	889.712
256	330.968	69.6642	328.736	886.05
257	332.301	69.2176	328.748	882.489
258	332.801	68.7773	328.762	878.98
259	333.621	68.3454	328.779	875.542
260	336.188	67.9337	328.804	872.273
261	338.501	67.5402	328.836	869.158
262	338.232	67.1473	328.868	866.046
263	338.909	66.7614	328.902	862.994
264	339.579	66.3825	328.938	859.998
265	340.431	66.0116	328.977	857.07
266	341.099	65.6475	329.018	854.198
267	341.641	65.2892	329.06	851.374
268	342.416	64.9383	329.106	848.612
269	343.194	64.5947	329.153	845.911
270	343.117	64.2526	329.2	843.221
271	344.365	63.921	329.252	840.619
272	344.751	63.5938	329.304	838.054
273	346.011	63.277	329.36	835.576
274	345.798	62.9605	329.416	833.1
275	346.534	62.6508	329.474	830.68
276	346.657	62.3435	329.532	828.28
277	347.276	62.0422	329.592	825.929
278	347.561	61.7444	329.652	823.608
279	348.133	61.4521	329.715	821.332
280	348.524	61.164	329.778	819.09
281	349.865	60.8864	329.846	816.938
282	233.357	61.127	329.52	818.536
283	232.483	61.3696	329.192	820.149
284	232.675	61.6071	328.866	821.723
285	233.001	61.8386	328.543	823.251
286	232.476	62.0698	328.218	824.777
287	232.638	62.2962	327.895	826.265
288	231.149	62.529	327.568	827.8
289	229.763	62.7674	327.238	829.377
290	230.523	62.9967	326.911	830.885
291	230.125	63.225	326.584	832.384
