time	cwndsize
0.0468679	11
0.0511368	12
0.0522425	13
0.0532825	14
0.0543238	15
0.0553923	16
0.0564734	17
0.0575682	18
0.0586403	19
0.059706	20
0.0607825	21
0.0618771	22
0.0629552	23
0.0640036	24
0.0651363	25
0.0662225	26
0.0672908	27
0.0683769	28
0.0694877	29
0.070551	30
0.0716165	31
0.0726791	32
0.0737471	33
0.0748145	34
0.0758469	35
0.0769164	36
0.0779902	37
0.0790353	38
0.0800678	39
0.0811068	40
0.0821665	41
0.0832036	42
0.0842485	43
0.0853134	44
0.0863776	45
0.0874148	46
0.0884911	47
0.0895258	48
0.0905719	49
0.0915998	50
0.0926718	51
0.0937187	52
0.0947581	53
0.0957992	54
0.0968962	55
0.0979501	56
0.0990256	57
0.100038	58
0.101064	59
0.102111	60
0.103147	61
0.104187	62
0.105236	63
0.106377	64
0.107414	65
0.108453	66
0.109493	67
0.110519	68
0.111691	69
0.112557	70
0.113324	71
0.113934	72
0.114644	73
0.115298	74
0.115995	75
0.11895	76
0.12108	77
0.12215	78
0.123188	79
0.124253	80
0.125337	81
0.126387	82
0.127414	83
0.128454	84
0.129505	85
0.130569	86
0.131618	87
0.132668	88
0.133717	89
0.134751	90
0.1358	91
0.136897	92
0.137958	93
0.138989	94
0.140037	95
0.141067	96
0.142127	97
0.143165	98
0.144303	99
0.145343	100
0.146382	101
0.147403	102
0.148413	103
0.149455	104
0.150519	105
0.151583	106
0.152638	107
0.153681	108
0.154751	109
0.155787	110
0.156842	111
0.157931	112
0.158974	113
0.160009	114
0.161072	115
0.162155	116
0.163202	117
0.164236	118
0.165293	119
0.16635	120
0.167426	121
0.168455	122
0.169509	123
0.170564	124
0.171611	125
0.17268	126
0.173757	127
0.174801	128
0.17584	129
0.176898	130
0.17796	131
0.179082	132
0.180119	133
0.181171	134
0.18224	135
0.183279	136
0.184298	137
0.18541	138
0.186546	139
0.18758	140
0.188609	141
0.189643	142
0.190662	143
0.191717	144
0.192733	145
0.193837	146
0.19488	147
0.195918	148
0.19695	149
0.197992	150
0.199035	151
0.200107	152
0.201146	153
0.202207	154
0.203241	155
0.204303	156
0.205371	157
0.206404	158
0.207454	159
0.208493	160
0.209534	161
0.210632	162
0.211664	163
0.212708	164
0.213752	165
0.214795	166
0.215846	167
0.216899	168
0.217955	169
0.219004	170
0.220027	171
0.221075	172
0.222165	173
0.223227	174
0.224264	175
0.22536	176
0.226445	177
0.227509	178
0.228534	179
0.229567	180
0.230622	181
0.231657	182
0.232696	183
0.233746	184
0.234879	185
0.235923	186
0.236988	187
0.238012	188
0.239051	189
0.240081	190
0.241123	191
0.242156	192
0.2432	193
0.244244	194
0.245282	195
0.246343	196
0.247412	197
0.248469	198
0.249497	199
0.250552	200
0.251592	201
0.252652	202
0.253699	203
0.254752	204
0.255794	205
0.256848	206
0.25793	207
0.258994	208
0.26002	209
0.261101	210
0.262149	211
0.26319	212
0.264213	213
0.265254	214
0.2663	215
0.267355	216
0.268433	217
0.269489	218
0.270524	219
0.271576	220
0.272627	221
0.273669	222
0.274767	223
0.275802	224
0.276841	225
0.277869	226
0.278915	227
0.279968	228
0.281003	229
0.282198	230
0.283219	231
0.284248	232
0.285326	233
0.286389	234
0.28743	235
0.288482	236
0.289552	237
0.290605	238
0.291647	239
0.292707	240
0.293748	241
0.294792	242
0.295834	243
0.296908	244
0.298035	245
0.299087	246
0.300146	247
0.301223	248
0.302282	249
0.303314	250
0.30435	251
0.305426	252
0.306476	253
0.307534	254
0.308594	255
0.309648	256
0.310733	257
0.311772	258
0.312886	259
0.313922	260
0.314957	261
0.315998	262
0.317036	263
0.318112	264
0.319261	265
0.320307	266
0.321368	267
0.322389	268
0.32341	269
0.324429	270
0.325499	271
0.326539	272
0.327588	273
0.328641	274
0.329689	275
0.330756	276
0.331851	277
0.332878	278
0.333944	279
0.334982	280
0.336028	281
0.337076	282
0.338139	283
0.339173	284
0.340267	285
0.34132	286
0.3424	287
0.343451	288
0.344477	289
0.345541	290
0.346589	291
0.347629	292
0.348675	293
0.349724	294
0.350775	295
0.35182	296
0.35292	297
0.353988	298
0.355091	299
0.355709	300
0.356406	301
0.357167	302
0.358206	303
0.360262	304
0.3613	305
0.362329	306
0.363346	307
0.364423	308
0.365494	309
0.366541	310
0.367686	311
0.368726	312
0.36977	313
0.370785	314
0.371822	315
0.372858	316
0.373919	317
0.374974	318
0.376032	319
0.377063	320
0.378121	321
0.37917	322
0.380223	323
0.381282	324
0.382315	325
0.383364	326
0.384403	327
0.385504	328
0.386537	329
0.387583	330
0.388623	331
0.38969	332
0.390754	333
0.3918	334
0.39283	335
0.393879	336
0.394914	337
0.39599	338
0.397038	339
0.398111	340
0.399149	341
0.400198	342
0.401246	343
0.402316	344
0.403359	345
0.404466	346
0.405502	347
0.406127	348
0.406815	349
0.407608	350
0.408635	351
0.410708	352
0.411838	353
0.412892	354
0.413944	355
0.41497	356
0.415996	357
0.417051	358
0.418122	359
0.419178	360
0.420222	361
0.421291	362
0.42239	363
0.423408	364
0.424465	365
0.425529	366
0.426594	367
0.427656	368
0.428716	369
0.429767	370
0.430835	371
0.431876	372
0.432927	373
0.433976	374
0.43503	375
0.436085	376
0.437147	377
0.438227	378
0.439276	379
0.440322	380
0.441506	381
0.442535	382
0.443185	383
0.443856	384
0.444652	385
0.445692	386
0.447887	387
0.44893	388
0.45001	389
0.451012	390
0.452041	391
0.4531	392
0.454158	393
0.455686	394
0.456856	395
0.457037	396
0.457564	397
0.45827	398
0.458938	399
0.459629	400
0.460314	401
0.46102	402
0.4617	403
0.462469	404
0.463057	405
0.463746	406
0.464436	407
0.465125	408
0.4658	409
0.466506	410
