segment	rtt	rttvar	srtt	rto
0	46.7159	23.3579	46.7159	233.579
1	50.96	22.4022	46.822	226.04
2	52.0492	21.6866	46.9309	220.424
3	53.0631	21.0385	47.0586	215.367
4	54.0794	20.5379	47.184	211.487
5	55.1198	20.0878	47.3257	208.028
6	56.1752	19.7366	47.464	205.357
7	57.2455	19.4255	47.6168	203.021
8	58.2982	19.1826	47.7652	201.226
9	59.3416	18.9713	47.9259	200
10	13.7799	19.3507	47.4991	202.305
11	14.8475	19.6832	47.091	204.557
12	11.7075	20.04	46.6889	207.009
13	12.7351	20.3563	46.303	209.153
14	12.7829	20.6305	45.9539	210.998
15	13.8422	20.8697	45.6194	212.577
16	13.9018	21.0783	45.3144	213.941
17	14.9649	21.2566	45.0226	215.075
18	15.0443	21.4123	44.7549	216.054
19	16.0878	21.5419	44.499	216.834
20	16.117	21.6559	44.2624	217.51
21	17.1581	21.7467	44.0366	218.01
22	17.1711	21.8267	43.8267	218.44
23	18.2167	21.8858	43.6266	218.713
24	18.1777	21.9382	43.4395	218.945
25	19.2211	21.9717	43.2614	219.035
26	19.2451	22.0001	43.0946	219.096
27	20.2687	22.0116	42.9361	219.029
28	20.2611	22.0203	42.7869	218.949
29	21.2772	22.0136	42.6454	218.754
30	21.2749	22.0056	42.5119	218.556
31	22.2923	21.9832	42.3855	218.251
32	22.27	21.961	42.2657	217.954
33	23.3133	21.9252	42.1529	217.554
34	23.3161	21.8901	42.0459	217.167
35	24.3322	21.8426	41.9453	216.686
36	24.3874	21.7961	41.8498	216.218
37	25.3996	21.738	41.7604	215.664
38	25.3185	21.6828	41.6748	215.137
39	26.3217	21.6168	41.5948	214.53
40	26.3079	21.5535	41.5184	213.947
41	27.3339	21.4799	41.4475	213.286
42	27.3626	21.4088	41.3798	212.65
43	28.3826	21.3279	41.3173	211.94
44	28.3506	21.2505	41.2572	211.261
45	29.3793	21.1637	41.2022	210.512
46	29.4238	21.0799	41.1497	209.789
47	30.4144	20.9875	41.1017	209.002
48	30.4051	20.8988	41.0556	208.246
49	31.4304	20.8016	41.0141	207.427
50	31.4273	20.7081	40.9742	206.639
51	32.4444	20.6067	40.9387	205.792
52	32.4541	20.5089	40.9044	204.976
53	33.4716	20.4035	40.8745	204.102
54	33.5653	20.3012	40.8459	203.255
55	34.5825	20.1915	40.8214	202.353
56	34.5733	20.0859	40.7978	201.485
57	35.5782	19.9732	40.778	200.564
58	35.7255	19.8635	40.7594	200
59	36.5867	19.7481	40.7441	200
60	36.2251	19.6394	40.728	200
61	36.885	19.5265	40.7142	200
