segment	rtt	rttvar	srtt	rto
0	29.4638	14.7319	29.4638	200
1	29.9732	14.0208	29.4765	200
2	30.6287	13.4846	29.5005	200
3	31.3907	13.0015	29.5399	200
4	32.0182	12.6256	29.5841	200
5	32.8426	12.2911	29.6423	200
6	33.7368	12.035	29.7063	200
7	34.0802	11.7955	29.7746	200
8	34.9004	11.6103	29.8458	200
9	35.4701	11.444	29.9239	200
10	6.66021	11.7395	29.6331	200
11	7.36347	12.0027	29.3548	200
12	7.5856	12.2247	29.1074	200
13	8.25067	12.4209	28.8704	200
14	8.28512	12.591	28.656	200
15	8.96388	12.7389	28.4508	200
16	8.85248	12.8708	28.2624	200
17	9.79207	12.9785	28.0848	200
18	9.61418	13.0766	27.9199	200
19	10.3503	13.1568	27.763	200
20	10.3957	13.227	27.6183	200
21	11.0116	13.2833	27.4799	200
22	10.7764	13.3368	27.3494	200
23	11.4443	13.3769	27.2251	200
24	11.7798	13.4073	27.1116	200
25	12.5105	13.4249	27.0042	200
26	12.3432	13.442	26.9024	200
27	13.1587	13.4462	26.8069	200
28	13.142	13.4491	26.717	200
29	13.8592	13.4413	26.6324	200
30	13.8677	13.4329	26.5527	200
31	14.8361	13.4114	26.4794	200
32	14.628	13.3928	26.4089	200
33	15.3261	13.3653	26.3429	200
34	15.3053	13.3389	26.2802	200
35	15.8948	13.3053	26.2212	200
36	15.9206	13.2727	26.1652	200
37	16.6027	13.2323	26.1132	200
38	16.6772	13.1928	26.0641	200
39	17.2756	13.1469	26.0183	200
40	17.3537	13.1021	25.975	200
41	17.9654	13.0512	25.935	200
42	18.0451	13.0015	25.897	200
43	18.7037	12.9457	25.8624	200
44	18.4574	12.8944	25.8282	200
45	19.0913	12.8374	25.797	200
46	19.4487	12.7794	25.7686	200
47	20.4787	12.7125	25.745	200
48	19.9976	12.6525	25.7202	200
49	20.6995	12.5867	25.6986	200
50	20.5863	12.5244	25.6773	200
51	21.1949	12.4574	25.6586	200
52	21.2679	12.3924	25.6409	200
53	22.0158	12.3216	25.6263	200
54	21.9877	12.2538	25.6121	200
55	22.6855	12.1809	25.6006	200
56	22.6832	12.1108	25.5896	200
57	23.3584	12.0359	25.5811	200
58	23.4365	11.9632	25.5733	200
59	24.1357	11.8858	25.568	200
60	24.0292	11.8119	25.5625	200
61	24.7103	11.7336	25.5594	200
62	24.7659	11.6576	25.5567	200
63	25.4801	11.5772	25.5564	200
64	25.3601	11.5003	25.5557	200
65	25.964	11.4254	25.5571	200
66	26.1245	11.3539	25.559	200
67	26.8133	11.2875	25.5631	200
68	26.8073	11.2231	25.5671	200
69	27.5019	11.1636	25.5733	200
70	27.5112	11.1059	25.5794	200
71	28.2654	11.0533	25.5878	200
72	27.9144	11.0001	25.5948	200
73	28.753	10.9522	25.6045	200
74	28.7911	10.906	25.614	200
75	29.5332	10.8644	25.6256	200
76	29.4778	10.8237	25.6368	200
77	30.1331	10.7869	25.6499	200
78	30.1239	10.751	25.6626	200
79	30.8284	10.7193	25.6773	200
80	30.9766	10.6892	25.692	200
81	31.6197	10.6627	25.7085	200
82	31.66	10.6371	25.7246	200
83	32.3887	10.6155	25.7427	200
84	32.2937	10.5939	25.7602	200
85	32.9995	10.576	25.7794	200
86	33.0065	10.5586	25.7982	200
87	33.5611	10.544	25.8184	200
88	33.6908	10.5304	25.8385	200
89	34.4428	10.5206	25.8605	200
90	34.347	10.5104	25.8817	200
91	35.0523	10.5037	25.9046	200
92	35.1094	10.4973	25.9272	200
93	35.7766	10.4942	25.9513	200
