segment	rtt	rttvar	srtt	rto
0	3.72359	1.8618	3.72359	200
1	1.13238	2.04415	3.39969	200
2	1.97045	1.89042	3.22104	200
3	1.44042	1.8767	3.10975	200
4	2.14009	1.76331	3.04914	200
5	2.00192	1.70364	3.00551	200
6	2.69589	1.58747	2.99261	200
7	2.76348	1.50257	2.98545	200
8	3.53404	1.44295	3.00259	200
9	3.39512	1.39043	3.0124	200
10	4.07268	1.37392	3.03891	200
11	4.04393	1.35855	3.05985	200
12	4.98124	1.382	3.09987	200
13	4.88686	1.39646	3.13178	200
14	5.43113	1.42871	3.17284	200
15	5.45795	1.45547	3.20855	200
16	6.32559	1.5074	3.25725	200
17	6.18399	1.54682	3.2979	200
18	6.87716	1.60328	3.34761	200
19	6.99333	1.65434	3.39318	200
20	7.68301	1.72022	3.4468	200
21	7.69101	1.77759	3.49503	200
22	8.43772	1.84952	3.5512	200
23	8.43049	1.91264	3.60202	200
24	9.14634	1.9883	3.65978	200
25	8.89214	2.05069	3.71009	200
26	9.57462	2.12403	3.76648	200
27	9.74916	2.19293	3.81989	200
28	10.3766	2.27086	3.87844	200
29	10.5291	2.34385	3.93386	200
30	11.2273	2.42635	3.99464	200
31	11.2432	2.50169	4.05126	200
32	11.9238	2.58561	4.11277	200
33	11.7759	2.66028	4.16911	200
34	12.4467	2.74289	4.22998	200
35	12.5319	2.8201	4.28763	200
36	13.218	2.90496	4.34965	200
37	13.2191	2.98344	4.408	200
38	14.1452	3.07231	4.47206	200
39	14.036	3.15345	4.53183	200
40	14.7343	3.24157	4.5956	200
41	15.0475	3.3274	4.65781	200
42	15.7698	3.42008	4.72395	200
43	15.7938	3.507	4.78685	200
44	16.4448	3.59963	4.85309	200
45	16.4985	3.68708	4.91638	200
46	17.0737	3.77915	4.98245	200
47	17.5285	3.87047	5.04779	200
48	18.2134	3.96729	5.11636	200
49	18.1599	4.05806	5.18158	200
50	18.8603	4.15426	5.24997	200
51	18.885	4.24542	5.31553	200
52	19.5805	4.34176	5.38411	200
53	19.5823	4.43303	5.44984	200
54	20.4781	4.53113	5.51941	200
55	20.4512	4.62399	5.58607	200
56	21.075	4.721	5.65522	200
57	21.1342	4.81374	5.72194	200
58	21.8305	4.91111	5.79137	200
59	21.832	5.00385	5.8582	200
60	22.5985	5.10166	5.92796	200
61	22.5468	5.19454	5.99497	200
62	23.2484	5.29179	6.06454	200
63	23.1942	5.38427	6.13145	200
64	23.8837	5.48089	6.20079	200
65	23.9052	5.5735	6.26785	200
66	24.6054	5.67019	6.33732	200
67	25.5367	5.76967	6.4079	200
68	25.5833	5.86824	6.4784	200
69	25.282	5.96064	6.54555	200
70	26.5579	6.06101	6.61702	200
71	26.5147	6.15709	6.68611	200
72	27.1929	6.25674	6.75732	200
73	27.2598	6.353	6.82658	200
74	27.8841	6.45235	6.89772	200
75	28.2841	6.5506	6.96807	200
76	28.8016	6.65115	7.03989	200
77	28.4061	6.74547	7.10837	200
78	29.1056	6.84324	7.17888	200
79	29.2176	6.93821	7.24775	200
80	30.0524	7.03738	7.31901	200
81	30.0998	7.13337	7.38846	200
82	30.5905	7.23135	7.4592	200
83	30.3767	7.32472	7.52741	200
84	30.9843	7.42075	7.59722	200
85	30.9524	7.51339	7.66511	200
86	31.69	7.60938	7.73495	200
87	31.5928	7.7017	7.80273	200
88	32.2944	7.7971	7.87231	200
89	32.3776	7.88992	7.94038	200
90	33.154	7.98617	8.01041	200
91	32.9135	8.07811	8.07808	200
92	33.5833	8.17282	8.14739	200
93	33.7265	8.2654	8.21542	200
94	34.5832	8.36169	8.28555	200
95	34.0517	8.45234	8.35265	200
96	34.6873	8.54548	8.42122	200
97	34.8922	8.63693	8.48875	200
98	35.5463	8.73091	8.55778	200
99	35.7613	8.82328	8.62578	200
100	36.403	8.91805	8.69523	200
101	36.5781	9.01101	8.76357	200
102	37.1089	9.10579	8.83304	200
103	37.2442	9.1986	8.90134	200
104	38.0277	9.29441	8.97135	200
105	38.0067	9.38752	9.03983	200
106	38.7409	9.48334	9.10988	200
107	38.6768	9.57632	9.17832	200
108	39.3626	9.67173	9.24819	200
109	40.0316	9.76769	9.31815	200
110	40.3622	9.8644	9.38871	200
111	40.2015	9.95792	9.45749	200
112	40.8665	10.0537	9.52759	200
113	40.7883	10.1467	9.59615	200
114	41.5858	10.2425	9.6663	200
115	41.6369	10.3362	9.7352	200
116	42.3001	10.432	9.80539	200
117	42.3433	10.5256	9.87432	200
118	42.964	10.6212	9.94443	200
119	42.9493	10.7145	10.0132	200
120	43.6097	10.8099	10.0832	200
121	43.5653	10.9028	10.1518	200
122	44.3054	10.9981	10.2218	200
123	44.2949	11.0911	10.2905	200
124	45.0511	11.1865	10.3606	200
125	44.9756	11.2795	10.4292	200
126	45.6651	11.3746	10.4991	200
127	45.6572	11.4675	10.5678	200
128	46.3627	11.5625	10.6377	200
129	46.3479	11.6554	10.7064	200
130	47.0367	11.7503	10.7763	200
131	47.1332	11.8435	10.8451	200
132	47.7417	11.9384	10.915	200
133	47.7083	12.0311	10.9836	200
134	48.3799	12.1258	11.0534	200
135	47.4537	12.215	11.1203	200
136	49.5261	12.3113	11.1909	200
137	50.1029	12.4077	11.2614	200
138	50.7475	12.5058	11.3329	200
139	51.0736	12.6031	11.4039	200
140	51.832	12.7024	11.4761	200
141	51.2615	12.7978	11.5461	200
142	52.1736	12.8958	11.6177	200
143	52.2033	12.9919	11.6881	200
144	52.9514	13.0901	11.7598	200
145	53.4184	13.1879	11.8311	200
146	54.149	13.2877	11.9036	200
147	54.0805	13.3853	11.9748	200
148	54.7235	13.4845	12.047	200
149	54.8826	13.5823	12.1184	200
150	55.4453	13.6815	12.1906	200
151	55.0503	13.7775	12.2611	200
152	55.7394	13.8752	12.3326	200
153	55.9091	13.9716	12.4034	200
154	56.7518	14.0702	12.4754	200
155	56.7986	14.1672	12.5464	200
156	57.4557	14.2657	12.6184	200
157	57.5542	14.3628	12.6895	200
158	58.1636	14.4612	12.7614	200
159	58.4118	14.5587	12.8327	200
160	58.9679	14.6574	12.9048	200
161	59.1542	14.7549	12.9762	200
162	59.7368	14.8537	13.0484	200
163	59.7067	14.9506	13.1195	200
164	60.3901	15.0492	13.1915	200
165	60.5653	15.1465	13.2629	200
166	61.2753	15.2455	13.3352	200
167	61.1817	15.3425	13.4064	200
168	62.0807	15.4417	13.4788	200
169	61.9713	15.539	13.5501	200
170	62.7369	15.6379	13.6225	200
171	62.6491	15.735	13.6937	200
172	63.4282	15.8338	13.766	200
173	63.2753	15.9306	13.8372	200
174	64.1946	16.0295	13.9095	200
175	64.2592	16.127	13.981	200
176	64.8284	16.2256	14.0532	200
177	64.8182	16.3227	14.1245	200
178	65.4875	16.4211	14.1967	200
179	65.4407	16.5178	14.2679	200
180	66.1797	16.6161	14.34	200
181	66.0722	16.7126	14.411	200
182	66.9651	16.8111	14.4832	200
183	67.0189	16.9081	14.5546	200
184	67.6039	17.0064	14.6267	200
185	67.746	17.1034	14.6981	200
186	68.371	17.2017	14.7702	200
187	68.4244	17.2987	14.8415	200
188	69.0919	17.397	14.9137	200
189	68.8736	17.4932	14.9847	200
190	69.5427	17.5907	15.0565	200
191	69.6307	17.687	15.1275	200
192	70.4307	17.785	15.1995	200
193	70.3912	17.8814	15.2707	200
194	71.0342	17.979	15.3425	200
195	70.8281	18.0747	15.4133	200
196	71.5406	18.1718	15.4849	200
197	71.5744	18.2675	15.5557	200
198	72.267	18.3646	15.6273	200
199	72.0285	18.4597	15.6978	200
200	72.7238	18.5561	15.7691	200
201	72.7519	18.6512	15.8396	200
202	73.4485	18.7477	15.9109	200
203	73.2813	18.8423	15.9812	200
204	74.1877	18.9388	16.0526	200
205	74.1967	19.034	16.1231	200
206	74.8871	19.1304	16.1944	200
207	74.7477	19.2252	16.2648	200
208	75.4366	19.3212	16.3359	200
209	75.6412	19.4164	16.4065	200
210	76.2479	19.5126	16.4778	200
211	76.3022	19.6077	16.5483	200
212	77.0908	19.7043	16.6197	200
213	77.0161	19.7993	16.6903	200
214	77.6774	19.8956	16.7615	200
215	77.7649	19.9907	16.8321	200
216	78.4804	20.0872	16.9035	200
217	78.5198	20.1824	16.9741	200
218	79.1596	20.2787	17.0454	200
219	78.245	20.3717	17.115	200
220	79.4921	20.4672	17.1859	200
221	79.7441	20.562	17.2563	200
222	80.429	20.658	17.3275	200
223	80.5887	20.7531	17.3981	200
224	81.1922	20.8491	17.4693	200
225	81.2253	20.9441	17.5398	200
226	81.9311	21.0402	17.611	200
227	81.9144	21.1351	17.6815	200
228	82.6429	21.2312	17.7527	200
229	82.5281	21.3258	17.8232	200
230	83.2907	21.4218	17.8943	200
231	83.3154	21.5166	17.9648	200
232	84.0051	21.6126	18.036	200
233	84.3306	21.7081	18.1068	200
234	84.9664	21.8045	18.1782	200
235	84.8577	21.8996	18.2489	200
236	85.607	21.9959	18.3202	200
237	85.6265	22.0911	18.3909	200
238	86.3498	22.1875	18.4623	200
239	86.3032	22.2826	18.533	200
240	86.999	22.3788	18.6043	200
241	87.0368	22.4739	18.675	200
242	88.2348	22.5712	18.7468	200
243	88.3821	22.6677	18.8182	200.16
244	88.9623	22.765	18.8901	201.01
245	88.9035	22.861	18.9612	201.849
246	89.5842	22.9581	19.033	202.697
247	89.6635	23.0542	19.1042	203.538
248	90.4377	23.1515	19.1761	204.388
249	90.4389	23.2477	19.2474	205.229
250	91.0999	23.3449	19.3192	206.079
251	91.1211	23.4411	19.3904	206.919
252	91.8012	23.5383	19.4623	207.768
253	91.8131	23.6343	19.5335	208.608
254	92.565	23.7316	19.6054	209.458
255	92.5302	23.8277	19.6766	210.298
256	93.3612	23.925	19.7485	211.149
257	93.3057	24.0212	19.8198	211.99
258	93.9151	24.1183	19.8916	212.838
259	93.9472	24.2143	19.9628	213.677
260	94.7014	24.3115	20.0347	214.526
261	94.6292	24.4074	20.1059	215.365
